size,result,time_us
25, 392692.410174, 2974
63, -5.210103e+26, 37941
32, -3.571304e+09, 5552
81, -1.441253e+40, 79265
71, -2.973644e+32, 53833
89, -1.064537e+47, 104596
50, -7.147401e+19, 19544
23, 311626.794735, 2420
54, -9.766304e+21, 24331
43, -1.297733e+15, 12703
47, 6.139121e+17, 16328
99, -4.474037e+51, 143093
55, 1.141648e+22, 25654
97, 4.997823e+51, 134775
97, -7.386156e+51, 134764
67, -2.758549e+31, 45479
10, 4.734410, 301
