RESULT:
[  0.236068,   0.384077,   0.507778,   0.613829]
[  0.278567,   0.621808,   0.581798,   0.885116]
[  0.819534,   0.343726,   0.796726, 0.00674924]
[  0.667867,   0.640036,   0.737566,   0.514751]
TIME:
1
rows/cols,time_us
5,1
7,1
9,1
11,4
13,1
15,1
17,3
19,1
21,0
23,0
25,1
27,1
29,1
31,1
33,1
35,12
37,1
39,1
41,1
43,1
45,1
47,6
49,1
51,1
53,1
55,1
57,4
59,5
61,1
63,2
65,3
67,6
69,2
71,1
73,15
75,1
77,2
79,5
81,7
83,5
85,2
87,4
89,5
91,3
93,7
95,4
97,5
99,12
EOF
