SOURCE:
[  0.680375,   0.823295,  -0.444451,  -0.270431]
[ -0.211234,  -0.604897,    0.10794,  0.0268018]
[  0.566198,  -0.329554, -0.0452059,   0.904459]
[   0.59688,   0.536459,   0.257742,    0.83239]
RANK:
4
TIME:
1
rows,cols,time_us,rank
103,41,1,41
41,103,1,41
103,43,1,43
43,103,0,43
103,45,1,45
45,103,0,45
103,47,1,47
47,103,1,47
103,49,1,49
49,103,0,49
103,51,1,51
51,103,1,51
103,53,1,53
53,103,1,53
103,55,1,55
55,103,1,55
103,57,1,57
57,103,1,57
103,59,1,59
59,103,1,59
103,61,1,61
61,103,1,61
103,63,1,63
63,103,1,63
103,65,1,65
65,103,1,65
103,67,1,67
67,103,1,67
103,69,1,69
69,103,1,69
103,71,1,71
71,103,1,71
103,73,1,73
73,103,1,73
103,75,1,75
75,103,1,75
103,77,1,77
77,103,1,77
103,79,1,79
79,103,1,79
103,81,1,81
81,103,1,81
103,83,1,83
83,103,1,83
103,85,1,85
85,103,1,85
103,87,1,87
87,103,1,87
103,89,1,89
89,103,1,89
103,91,2,91
91,103,1,91
103,93,1,93
93,103,1,93
103,95,1,95
95,103,1,95
103,97,1,97
97,103,1,97
103,99,1,99
99,103,1,99
103,101,1,101
101,103,1,101
103,103,0,103
105,37,1,37
37,105,1,37
105,39,1,39
39,105,1,39
105,41,1,41
41,105,1,41
105,43,1,43
43,105,1,43
105,45,1,45
45,105,1,45
105,47,1,47
47,105,1,47
105,49,1,49
49,105,0,49
105,51,0,51
51,105,1,51
105,53,1,53
53,105,1,53
105,55,1,55
55,105,1,55
105,57,1,57
57,105,0,57
105,59,1,59
59,105,1,59
105,61,1,61
61,105,1,61
105,63,1,63
63,105,1,63
105,65,1,65
65,105,1,65
105,67,1,67
67,105,1,67
105,69,1,69
69,105,1,69
105,71,1,71
71,105,0,71
105,73,1,73
73,105,1,73
105,75,1,75
75,105,1,75
105,77,1,77
77,105,1,77
105,79,1,79
79,105,1,79
105,81,1,81
81,105,1,81
105,83,1,83
83,105,1,83
105,85,1,85
85,105,1,85
105,87,1,87
87,105,1,87
105,89,1,89
89,105,1,89
105,91,1,91
91,105,1,91
105,93,1,93
93,105,0,93
105,95,1,95
95,105,1,95
105,97,1,97
97,105,1,97
105,99,1,99
99,105,1,99
105,101,1,101
101,105,1,101
105,103,1,103
103,105,1,103
105,105,1,105
107,39,1,39
39,107,0,39
107,41,1,41
41,107,1,41
107,43,1,43
43,107,1,43
107,45,1,45
45,107,1,45
107,47,1,47
47,107,1,47
107,49,1,49
49,107,1,49
107,51,1,51
51,107,1,51
107,53,1,53
53,107,1,53
107,55,1,55
55,107,1,55
107,57,1,57
57,107,1,57
107,59,1,59
59,107,1,59
107,61,1,61
61,107,0,61
107,63,1,63
63,107,0,63
107,65,1,65
65,107,2,65
107,67,1,67
67,107,1,67
107,69,1,69
69,107,1,69
107,71,1,71
71,107,1,71
107,73,1,73
73,107,1,73
107,75,1,75
75,107,1,75
107,77,1,77
77,107,1,77
107,79,1,79
79,107,1,79
107,81,1,81
81,107,1,81
107,83,1,83
83,107,1,83
107,85,1,85
85,107,1,85
107,87,1,87
87,107,1,87
107,89,1,89
89,107,1,89
107,91,1,91
91,107,1,91
107,93,1,93
93,107,1,93
107,95,1,95
95,107,1,95
107,97,0,97
97,107,1,97
107,99,1,99
99,107,1,99
107,101,0,101
101,107,1,101
107,103,1,103
103,107,1,103
107,105,1,105
105,107,1,105
107,107,1,107
109,39,1,39
39,109,1,39
109,41,1,41
41,109,1,41
109,43,1,43
43,109,1,43
109,45,1,45
45,109,1,45
109,47,1,47
47,109,1,47
109,49,1,49
49,109,1,49
109,51,1,51
51,109,1,51
109,53,1,53
53,109,1,53
109,55,1,55
55,109,1,55
109,57,1,57
57,109,1,57
109,59,0,59
59,109,1,59
109,61,1,61
61,109,1,61
109,63,1,63
63,109,1,63
109,65,1,65
65,109,1,65
109,67,1,67
67,109,1,67
109,69,1,69
69,109,1,69
109,71,1,71
71,109,1,71
109,73,1,73
73,109,1,73
109,75,1,75
75,109,1,75
109,77,1,77
77,109,0,77
109,79,1,79
79,109,1,79
109,81,1,81
81,109,1,81
109,83,1,83
83,109,0,83
109,85,1,85
85,109,1,85
109,87,1,87
87,109,1,87
109,89,1,89
89,109,1,89
109,91,1,91
91,109,1,91
109,93,1,93
93,109,1,93
109,95,1,95
95,109,1,95
109,97,1,97
97,109,1,97
109,99,1,99
99,109,1,99
109,101,1,101
101,109,1,101
109,103,1,103
103,109,0,103
109,105,1,105
105,109,1,105
109,107,1,107
107,109,1,107
109,109,1,109
111,39,1,39
39,111,1,39
111,41,1,41
41,111,1,41
111,43,1,43
43,111,1,43
111,45,1,45
45,111,1,45
111,47,1,47
47,111,1,47
111,49,1,49
49,111,1,49
111,51,1,51
51,111,1,51
111,53,1,53
53,111,1,53
111,55,1,55
55,111,1,55
111,57,1,57
57,111,1,57
111,59,1,59
59,111,1,59
111,61,1,61
61,111,1,61
111,63,1,63
63,111,1,63
111,65,1,65
65,111,1,65
111,67,1,67
67,111,1,67
111,69,1,69
69,111,1,69
111,71,0,71
71,111,1,71
111,73,1,73
73,111,1,73
111,75,0,75
75,111,1,75
111,77,1,77
77,111,1,77
111,79,1,79
79,111,1,79
111,81,1,81
81,111,1,81
111,83,1,83
83,111,1,83
111,85,1,85
85,111,1,85
111,87,1,87
87,111,0,87
111,89,1,89
89,111,1,89
111,91,1,91
91,111,1,91
111,93,1,93
93,111,1,93
111,95,0,95
95,111,1,95
111,97,1,97
97,111,1,97
111,99,0,99
99,111,1,99
111,101,1,101
101,111,1,101
111,103,2,103
103,111,1,103
111,105,1,105
105,111,1,105
111,107,1,107
107,111,1,107
111,109,1,109
109,111,1,109
111,111,1,111
113,41,1,41
41,113,1,41
113,43,0,43
43,113,0,43
113,45,1,45
45,113,1,45
113,47,1,47
47,113,0,47
113,49,1,49
49,113,1,49
113,51,1,51
51,113,1,51
113,53,1,53
53,113,1,53
113,55,1,55
55,113,1,55
113,57,1,57
57,113,1,57
113,59,1,59
59,113,1,59
113,61,1,61
61,113,1,61
113,63,1,63
63,113,1,63
113,65,1,65
65,113,1,65
113,67,1,67
67,113,1,67
113,69,1,69
69,113,1,69
113,71,1,71
71,113,1,71
113,73,1,73
73,113,1,73
113,75,0,75
75,113,1,75
113,77,1,77
77,113,1,77
113,79,1,79
79,113,1,79
113,81,1,81
81,113,0,81
113,83,1,83
83,113,1,83
113,85,1,85
85,113,1,85
113,87,1,87
87,113,1,87
113,89,1,89
89,113,1,89
113,91,1,91
91,113,1,91
113,93,1,93
93,113,1,93
113,95,0,95
95,113,1,95
113,97,1,97
97,113,1,97
113,99,1,99
99,113,1,99
113,101,1,101
101,113,1,101
113,103,0,103
103,113,1,103
113,105,1,105
105,113,1,105
113,107,1,107
107,113,1,107
113,109,1,109
109,113,1,109
113,111,1,111
111,113,1,111
113,113,1,113
115,41,1,41
41,115,1,41
115,43,1,43
43,115,1,43
115,45,1,45
45,115,1,45
115,47,1,47
47,115,1,47
115,49,1,49
49,115,1,49
115,51,1,51
51,115,1,51
115,53,1,53
53,115,1,53
115,55,1,55
55,115,1,55
115,57,1,57
57,115,1,57
115,59,1,59
59,115,1,59
115,61,1,61
61,115,1,61
115,63,1,63
63,115,1,63
115,65,1,65
65,115,1,65
115,67,1,67
67,115,1,67
115,69,1,69
69,115,1,69
115,71,1,71
71,115,1,71
115,73,1,73
73,115,0,73
115,75,1,75
75,115,1,75
115,77,1,77
77,115,1,77
115,79,1,79
79,115,0,79
115,81,1,81
81,115,1,81
115,83,1,83
83,115,1,83
115,85,1,85
85,115,1,85
115,87,1,87
87,115,1,87
115,89,1,89
89,115,1,89
115,91,1,91
91,115,1,91
115,93,1,93
93,115,1,93
115,95,1,95
95,115,1,95
115,97,1,97
97,115,1,97
115,99,1,99
99,115,1,99
115,101,1,101
101,115,1,101
115,103,1,103
103,115,1,103
115,105,1,105
105,115,1,105
115,107,1,107
107,115,1,107
115,109,1,109
109,115,1,109
115,111,1,111
111,115,0,111
115,113,0,113
113,115,1,113
115,115,1,115
117,41,1,41
41,117,1,41
117,43,1,43
43,117,1,43
117,45,1,45
45,117,1,45
117,47,1,47
47,117,0,47
117,49,1,49
49,117,1,49
117,51,1,51
51,117,1,51
117,53,1,53
53,117,1,53
117,55,1,55
55,117,1,55
117,57,1,57
57,117,1,57
117,59,1,59
59,117,1,59
117,61,1,61
61,117,1,61
117,63,1,63
63,117,1,63
117,65,1,65
65,117,1,65
117,67,1,67
67,117,1,67
117,69,1,69
69,117,1,69
117,71,1,71
71,117,1,71
117,73,1,73
73,117,1,73
117,75,1,75
75,117,1,75
117,77,1,77
77,117,1,77
117,79,1,79
79,117,1,79
117,81,1,81
81,117,1,81
117,83,1,83
83,117,1,83
117,85,1,85
85,117,1,85
117,87,1,87
87,117,1,87
117,89,1,89
89,117,1,89
117,91,1,91
91,117,1,91
117,93,1,93
93,117,1,93
117,95,0,95
95,117,1,95
117,97,1,97
97,117,1,97
117,99,1,99
99,117,1,99
117,101,1,101
101,117,1,101
117,103,1,103
103,117,1,103
117,105,1,105
105,117,1,105
117,107,1,107
107,117,1,107
117,109,1,109
109,117,1,109
117,111,1,111
111,117,1,111
117,113,1,113
113,117,1,113
117,115,1,115
115,117,1,115
117,117,1,117
119,43,1,43
43,119,1,43
119,45,0,45
45,119,1,45
119,47,1,47
47,119,1,47
119,49,1,49
49,119,1,49
119,51,1,51
51,119,1,51
119,53,1,53
53,119,1,53
119,55,1,55
55,119,1,55
119,57,0,57
57,119,1,57
119,59,1,59
59,119,1,59
119,61,0,61
61,119,1,61
119,63,1,63
63,119,1,63
119,65,1,65
65,119,1,65
119,67,1,67
67,119,1,67
119,69,1,69
69,119,1,69
119,71,1,71
71,119,1,71
119,73,1,73
73,119,1,73
119,75,1,75
75,119,1,75
119,77,1,77
77,119,1,77
119,79,1,79
79,119,1,79
119,81,1,81
81,119,1,81
119,83,1,83
83,119,1,83
119,85,1,85
85,119,1,85
119,87,1,87
87,119,1,87
119,89,1,89
89,119,0,89
119,91,1,91
91,119,1,91
119,93,1,93
93,119,1,93
119,95,1,95
95,119,1,95
119,97,1,97
97,119,1,97
119,99,1,99
99,119,1,99
119,101,1,101
101,119,1,101
119,103,1,103
103,119,1,103
119,105,1,105
105,119,0,105
119,107,1,107
107,119,1,107
119,109,1,109
109,119,1,109
119,111,1,111
111,119,1,111
119,113,1,113
113,119,1,113
119,115,1,115
115,119,1,115
119,117,1,117
117,119,1,117
119,119,1,119
121,43,1,43
43,121,1,43
121,45,1,45
45,121,0,45
121,47,1,47
47,121,1,47
121,49,1,49
49,121,0,49
121,51,1,51
51,121,1,51
121,53,1,53
53,121,1,53
121,55,1,55
55,121,1,55
121,57,1,57
57,121,1,57
121,59,1,59
59,121,1,59
121,61,1,61
61,121,1,61
121,63,1,63
63,121,1,63
121,65,1,65
65,121,1,65
121,67,1,67
67,121,1,67
121,69,1,69
69,121,1,69
121,71,1,71
71,121,1,71
121,73,1,73
73,121,1,73
121,75,1,75
75,121,1,75
121,77,1,77
77,121,1,77
121,79,1,79
79,121,1,79
121,81,1,81
81,121,1,81
121,83,1,83
83,121,1,83
121,85,1,85
85,121,1,85
121,87,1,87
87,121,1,87
121,89,1,89
89,121,1,89
121,91,1,91
91,121,1,91
121,93,1,93
93,121,1,93
121,95,1,95
95,121,1,95
121,97,0,97
97,121,1,97
121,99,1,99
99,121,1,99
121,101,1,101
101,121,1,101
121,103,1,103
103,121,1,103
121,105,1,105
105,121,1,105
121,107,1,107
107,121,1,107
121,109,1,109
109,121,1,109
121,111,1,111
111,121,1,111
121,113,1,113
113,121,1,113
121,115,1,115
115,121,1,115
121,117,1,117
117,121,1,117
121,119,1,119
119,121,1,119
121,121,1,121
123,45,1,45
45,123,1,45
123,47,0,47
47,123,1,47
123,49,1,49
49,123,1,49
123,51,1,51
51,123,1,51
123,53,1,53
53,123,1,53
123,55,1,55
55,123,0,55
123,57,1,57
57,123,1,57
123,59,1,59
59,123,1,59
123,61,1,61
61,123,1,61
123,63,1,63
63,123,1,63
123,65,1,65
65,123,1,65
123,67,1,67
67,123,1,67
123,69,1,69
69,123,1,69
123,71,1,71
71,123,1,71
123,73,1,73
73,123,1,73
123,75,1,75
75,123,1,75
123,77,1,77
77,123,1,77
123,79,1,79
79,123,1,79
123,81,1,81
81,123,1,81
123,83,1,83
83,123,1,83
123,85,1,85
85,123,1,85
123,87,1,87
87,123,1,87
123,89,1,89
89,123,1,89
123,91,1,91
91,123,1,91
123,93,1,93
93,123,1,93
123,95,1,95
95,123,1,95
123,97,1,97
97,123,1,97
123,99,1,99
99,123,1,99
123,101,1,101
101,123,1,101
123,103,1,103
103,123,1,103
123,105,1,105
105,123,1,105
123,107,1,107
107,123,1,107
123,109,1,109
109,123,1,109
123,111,1,111
111,123,1,111
123,113,1,113
113,123,1,113
123,115,1,115
115,123,1,115
123,117,1,117
117,123,1,117
123,119,1,119
119,123,1,119
123,121,1,121
121,123,1,121
123,123,1,123
125,45,1,45
45,125,1,45
125,47,1,47
47,125,1,47
125,49,0,49
49,125,1,49
125,51,1,51
51,125,1,51
125,53,1,53
53,125,1,53
125,55,1,55
55,125,1,55
125,57,1,57
57,125,1,57
125,59,1,59
59,125,0,59
125,61,1,61
61,125,1,61
125,63,1,63
63,125,1,63
125,65,1,65
65,125,1,65
125,67,1,67
67,125,1,67
125,69,1,69
69,125,1,69
125,71,1,71
71,125,1,71
125,73,1,73
73,125,0,73
125,75,1,75
75,125,1,75
125,77,1,77
77,125,1,77
125,79,1,79
79,125,1,79
125,81,1,81
81,125,1,81
125,83,1,83
83,125,1,83
125,85,1,85
85,125,1,85
125,87,1,87
87,125,1,87
125,89,1,89
89,125,1,89
125,91,1,91
91,125,1,91
125,93,1,93
93,125,0,93
125,95,1,95
95,125,1,95
125,97,1,97
97,125,1,97
125,99,1,99
99,125,1,99
125,101,1,101
101,125,1,101
125,103,0,103
103,125,0,103
125,105,1,105
105,125,1,105
125,107,1,107
107,125,1,107
125,109,1,109
109,125,1,109
125,111,1,111
111,125,1,111
125,113,1,113
113,125,1,113
125,115,1,115
115,125,1,115
125,117,1,117
117,125,0,117
125,119,0,119
119,125,1,119
125,121,1,121
121,125,1,121
125,123,1,123
123,125,1,123
125,125,1,125
127,45,1,45
45,127,1,45
127,47,1,47
47,127,1,47
127,49,1,49
49,127,1,49
127,51,1,51
51,127,1,51
127,53,1,53
53,127,1,53
127,55,1,55
55,127,1,55
127,57,1,57
57,127,1,57
127,59,1,59
59,127,1,59
127,61,1,61
61,127,1,61
127,63,0,63
63,127,1,63
127,65,1,65
65,127,1,65
127,67,1,67
67,127,0,67
127,69,1,69
69,127,1,69
127,71,1,71
71,127,1,71
127,73,1,73
73,127,1,73
127,75,1,75
75,127,1,75
127,77,1,77
77,127,1,77
127,79,1,79
79,127,0,79
127,81,1,81
81,127,1,81
127,83,1,83
83,127,1,83
127,85,1,85
85,127,1,85
127,87,1,87
87,127,1,87
127,89,1,89
89,127,1,89
127,91,1,91
91,127,1,91
127,93,1,93
93,127,1,93
127,95,1,95
95,127,1,95
127,97,1,97
97,127,1,97
127,99,1,99
99,127,1,99
127,101,1,101
101,127,1,101
127,103,1,103
103,127,1,103
127,105,1,105
105,127,1,105
127,107,1,107
107,127,1,107
127,109,1,109
109,127,0,109
127,111,1,111
111,127,1,111
127,113,1,113
113,127,1,113
127,115,1,115
115,127,1,115
127,117,1,117
117,127,1,117
127,119,1,119
119,127,1,119
127,121,1,121
121,127,1,121
127,123,1,123
123,127,1,123
127,125,1,125
125,127,1,125
127,127,1,127
129,47,1,47
47,129,1,47
129,49,1,49
49,129,1,49
129,51,0,51
51,129,1,51
129,53,1,53
53,129,1,53
129,55,1,55
55,129,1,55
129,57,1,57
57,129,1,57
129,59,1,59
59,129,1,59
129,61,1,61
61,129,1,61
129,63,1,63
63,129,1,63
129,65,0,65
65,129,1,65
129,67,1,67
67,129,1,67
129,69,1,69
69,129,1,69
129,71,1,71
71,129,1,71
129,73,1,73
73,129,1,73
129,75,1,75
75,129,1,75
129,77,1,77
77,129,1,77
129,79,1,79
79,129,1,79
129,81,1,81
81,129,1,81
129,83,1,83
83,129,1,83
129,85,1,85
85,129,1,85
129,87,1,87
87,129,1,87
129,89,1,89
89,129,1,89
129,91,1,91
91,129,1,91
129,93,1,93
93,129,1,93
129,95,1,95
95,129,1,95
129,97,1,97
97,129,1,97
129,99,1,99
99,129,1,99
129,101,1,101
101,129,1,101
129,103,1,103
103,129,1,103
129,105,1,105
105,129,1,105
129,107,1,107
107,129,1,107
129,109,1,109
109,129,1,109
129,111,1,111
111,129,1,111
129,113,1,113
113,129,1,113
129,115,1,115
115,129,0,115
129,117,1,117
117,129,1,117
129,119,1,119
119,129,1,119
129,121,1,121
121,129,1,121
129,123,1,123
123,129,1,123
129,125,1,125
125,129,1,125
129,127,1,127
127,129,1,127
129,129,1,129
131,47,1,47
47,131,1,47
131,49,1,49
49,131,1,49
131,51,1,51
51,131,1,51
131,53,1,53
53,131,1,53
131,55,1,55
55,131,5,55
131,57,1,57
57,131,1,57
131,59,1,59
59,131,0,59
131,61,1,61
61,131,1,61
131,63,1,63
63,131,1,63
131,65,0,65
65,131,1,65
131,67,1,67
67,131,1,67
131,69,1,69
69,131,1,69
131,71,1,71
71,131,1,71
131,73,1,73
73,131,1,73
131,75,1,75
75,131,1,75
131,77,1,77
77,131,1,77
131,79,1,79
79,131,1,79
131,81,1,81
81,131,1,81
131,83,1,83
83,131,1,83
131,85,1,85
85,131,1,85
131,87,1,87
87,131,1,87
131,89,1,89
89,131,1,89
131,91,1,91
91,131,1,91
131,93,1,93
93,131,1,93
131,95,1,95
95,131,0,95
131,97,1,97
97,131,1,97
131,99,1,99
99,131,1,99
131,101,1,101
101,131,1,101
131,103,1,103
103,131,1,103
131,105,1,105
105,131,1,105
131,107,1,107
107,131,1,107
131,109,1,109
109,131,1,109
131,111,1,111
111,131,1,111
131,113,1,113
113,131,0,113
131,115,1,115
115,131,0,115
131,117,1,117
117,131,1,117
131,119,1,119
119,131,1,119
131,121,1,121
121,131,1,121
131,123,1,123
123,131,1,123
131,125,1,125
125,131,1,125
131,127,1,127
127,131,1,127
131,129,1,129
129,131,1,129
131,131,1,131
133,47,1,47
47,133,1,47
133,49,1,49
49,133,1,49
133,51,1,51
51,133,1,51
133,53,1,53
53,133,1,53
133,55,1,55
55,133,1,55
133,57,1,57
57,133,1,57
133,59,1,59
59,133,1,59
133,61,1,61
61,133,1,61
133,63,1,63
63,133,1,63
133,65,1,65
65,133,1,65
133,67,1,67
67,133,0,67
133,69,1,69
69,133,1,69
133,71,1,71
71,133,1,71
133,73,1,73
73,133,1,73
133,75,1,75
75,133,1,75
133,77,1,77
77,133,0,77
133,79,1,79
79,133,1,79
133,81,1,81
81,133,1,81
133,83,0,83
83,133,1,83
133,85,1,85
85,133,1,85
133,87,1,87
87,133,1,87
133,89,1,89
89,133,1,89
133,91,1,91
91,133,1,91
133,93,0,93
93,133,1,93
133,95,1,95
95,133,1,95
133,97,1,97
97,133,1,97
133,99,1,99
99,133,1,99
133,101,1,101
101,133,1,101
133,103,1,103
103,133,0,103
133,105,1,105
105,133,1,105
133,107,1,107
107,133,1,107
133,109,1,109
109,133,1,109
133,111,1,111
111,133,1,111
133,113,1,113
113,133,1,113
133,115,0,115
115,133,1,115
133,117,3,117
117,133,1,117
133,119,1,119
119,133,0,119
133,121,1,121
121,133,1,121
133,123,1,123
123,133,0,123
133,125,1,125
125,133,1,125
133,127,1,127
127,133,1,127
133,129,1,129
129,133,0,129
133,131,1,131
131,133,1,131
133,133,1,133
135,49,1,49
49,135,1,49
135,51,1,51
51,135,1,51
135,53,1,53
53,135,1,53
135,55,0,55
55,135,1,55
135,57,1,57
57,135,1,57
135,59,1,59
59,135,1,59
135,61,1,61
61,135,1,61
135,63,1,63
63,135,1,63
135,65,1,65
65,135,1,65
135,67,1,67
67,135,1,67
135,69,1,69
69,135,1,69
135,71,1,71
71,135,1,71
135,73,1,73
73,135,1,73
135,75,1,75
75,135,1,75
135,77,1,77
77,135,1,77
135,79,1,79
79,135,1,79
135,81,1,81
81,135,1,81
135,83,1,83
83,135,1,83
135,85,1,85
85,135,1,85
135,87,1,87
87,135,1,87
135,89,1,89
89,135,1,89
135,91,1,91
91,135,1,91
135,93,1,93
93,135,1,93
135,95,1,95
95,135,1,95
135,97,1,97
97,135,1,97
135,99,1,99
99,135,1,99
135,101,1,101
101,135,1,101
135,103,1,103
103,135,1,103
135,105,0,105
105,135,1,105
135,107,1,107
107,135,1,107
135,109,1,109
109,135,1,109
135,111,1,111
111,135,1,111
135,113,1,113
113,135,1,113
135,115,1,115
115,135,1,115
135,117,1,117
117,135,1,117
135,119,1,119
119,135,1,119
135,121,0,121
121,135,1,121
135,123,1,123
123,135,1,123
135,125,1,125
125,135,1,125
135,127,1,127
127,135,1,127
135,129,1,129
129,135,1,129
135,131,1,131
131,135,1,131
135,133,1,133
133,135,1,133
135,135,1,135
137,49,1,49
49,137,1,49
137,51,1,51
51,137,1,51
137,53,1,53
53,137,1,53
137,55,1,55
55,137,1,55
137,57,1,57
57,137,0,57
137,59,1,59
59,137,1,59
137,61,1,61
61,137,1,61
137,63,1,63
63,137,1,63
137,65,1,65
65,137,1,65
137,67,1,67
67,137,1,67
137,69,1,69
69,137,1,69
137,71,1,71
71,137,1,71
137,73,1,73
73,137,1,73
137,75,0,75
75,137,0,75
137,77,1,77
77,137,1,77
137,79,1,79
79,137,1,79
137,81,1,81
81,137,1,81
137,83,1,83
83,137,1,83
137,85,1,85
85,137,1,85
137,87,1,87
87,137,1,87
137,89,1,89
89,137,1,89
137,91,1,91
91,137,1,91
137,93,1,93
93,137,1,93
137,95,1,95
95,137,1,95
137,97,1,97
97,137,1,97
137,99,1,99
99,137,1,99
137,101,1,101
101,137,1,101
137,103,1,103
103,137,1,103
137,105,1,105
105,137,0,105
137,107,0,107
107,137,1,107
137,109,1,109
109,137,1,109
137,111,1,111
111,137,1,111
137,113,1,113
113,137,1,113
137,115,0,115
115,137,1,115
137,117,1,117
117,137,1,117
137,119,1,119
119,137,1,119
137,121,1,121
121,137,1,121
137,123,1,123
123,137,1,123
137,125,1,125
125,137,1,125
137,127,1,127
127,137,1,127
137,129,1,129
129,137,1,129
137,131,1,131
131,137,1,131
137,133,1,133
133,137,1,133
137,135,1,135
135,137,1,135
137,137,0,137
139,49,1,49
49,139,0,49
139,51,0,51
51,139,1,51
139,53,1,53
53,139,1,53
139,55,1,55
55,139,1,55
139,57,1,57
57,139,1,57
139,59,1,59
59,139,1,59
139,61,1,61
61,139,1,61
139,63,1,63
63,139,1,63
139,65,1,65
65,139,1,65
139,67,1,67
67,139,1,67
139,69,1,69
69,139,1,69
139,71,1,71
71,139,1,71
139,73,1,73
73,139,1,73
139,75,1,75
75,139,0,75
139,77,1,77
77,139,1,77
139,79,1,79
79,139,0,79
139,81,0,81
81,139,0,81
139,83,2,83
83,139,0,83
139,85,1,85
85,139,1,85
139,87,1,87
87,139,1,87
139,89,1,89
89,139,0,89
139,91,0,91
91,139,1,91
139,93,1,93
93,139,1,93
139,95,0,95
95,139,1,95
139,97,1,97
97,139,1,97
139,99,1,99
99,139,1,99
139,101,0,101
101,139,1,101
139,103,1,103
103,139,1,103
139,105,1,105
105,139,1,105
139,107,1,107
107,139,1,107
139,109,1,109
109,139,1,109
139,111,1,111
111,139,1,111
139,113,1,113
113,139,1,113
139,115,1,115
115,139,0,115
139,117,1,117
117,139,1,117
139,119,1,119
119,139,1,119
139,121,1,121
121,139,1,121
139,123,0,123
123,139,1,123
139,125,1,125
125,139,1,125
139,127,1,127
127,139,1,127
139,129,1,129
129,139,1,129
139,131,1,131
131,139,1,131
139,133,1,133
133,139,1,133
139,135,1,135
135,139,1,135
139,137,1,137
137,139,1,137
139,139,1,139
141,51,1,51
51,141,1,51
141,53,1,53
53,141,1,53
141,55,1,55
55,141,1,55
141,57,1,57
57,141,1,57
141,59,1,59
59,141,1,59
141,61,1,61
61,141,1,61
141,63,1,63
63,141,1,63
141,65,1,65
65,141,0,65
141,67,1,67
67,141,1,67
141,69,1,69
69,141,1,69
141,71,1,71
71,141,1,71
141,73,1,73
73,141,1,73
141,75,1,75
75,141,1,75
141,77,1,77
77,141,0,77
141,79,1,79
79,141,1,79
141,81,1,81
81,141,1,81
141,83,1,83
83,141,1,83
141,85,1,85
85,141,1,85
141,87,1,87
87,141,1,87
141,89,1,89
89,141,1,89
141,91,1,91
91,141,1,91
141,93,1,93
93,141,1,93
141,95,1,95
95,141,1,95
141,97,1,97
97,141,1,97
141,99,1,99
99,141,1,99
141,101,1,101
101,141,1,101
141,103,1,103
103,141,1,103
141,105,1,105
105,141,1,105
141,107,1,107
107,141,1,107
141,109,1,109
109,141,1,109
141,111,1,111
111,141,1,111
141,113,1,113
113,141,1,113
141,115,1,115
115,141,1,115
141,117,1,117
117,141,1,117
141,119,0,119
119,141,1,119
141,121,1,121
121,141,1,121
141,123,1,123
123,141,1,123
141,125,1,125
125,141,1,125
141,127,1,127
127,141,1,127
141,129,1,129
129,141,1,129
141,131,1,131
131,141,1,131
141,133,0,133
133,141,1,133
141,135,1,135
135,141,1,135
141,137,1,137
137,141,1,137
141,139,1,139
139,141,1,139
141,141,1,141
143,51,1,51
51,143,1,51
143,53,0,53
53,143,1,53
143,55,1,55
55,143,1,55
143,57,1,57
57,143,1,57
143,59,1,59
59,143,1,59
143,61,1,61
61,143,1,61
143,63,1,63
63,143,1,63
143,65,1,65
65,143,1,65
143,67,1,67
67,143,1,67
143,69,1,69
69,143,1,69
143,71,1,71
71,143,1,71
143,73,1,73
73,143,1,73
143,75,1,75
75,143,1,75
143,77,1,77
77,143,1,77
143,79,1,79
79,143,1,79
143,81,1,81
81,143,1,81
143,83,1,83
83,143,1,83
143,85,1,85
85,143,1,85
143,87,1,87
87,143,1,87
143,89,1,89
89,143,1,89
143,91,1,91
91,143,1,91
143,93,0,93
93,143,1,93
143,95,1,95
95,143,1,95
143,97,1,97
97,143,1,97
143,99,1,99
99,143,1,99
143,101,1,101
101,143,1,101
143,103,1,103
103,143,1,103
143,105,0,105
105,143,1,105
143,107,1,107
107,143,1,107
143,109,1,109
109,143,1,109
143,111,1,111
111,143,1,111
143,113,1,113
113,143,1,113
143,115,1,115
115,143,1,115
143,117,1,117
117,143,1,117
143,119,1,119
119,143,1,119
143,121,1,121
121,143,1,121
143,123,1,123
123,143,1,123
143,125,1,125
125,143,1,125
143,127,0,127
127,143,1,127
143,129,1,129
129,143,1,129
143,131,1,131
131,143,1,131
143,133,1,133
133,143,1,133
143,135,1,135
135,143,1,135
143,137,1,137
137,143,1,137
143,139,1,139
139,143,1,139
143,141,1,141
141,143,1,141
143,143,1,143
145,51,1,51
51,145,1,51
145,53,0,53
53,145,1,53
145,55,1,55
55,145,1,55
145,57,1,57
57,145,1,57
145,59,1,59
59,145,1,59
145,61,1,61
61,145,1,61
145,63,1,63
63,145,1,63
145,65,1,65
65,145,1,65
145,67,1,67
67,145,1,67
145,69,1,69
69,145,1,69
145,71,1,71
71,145,1,71
145,73,1,73
73,145,1,73
145,75,1,75
75,145,1,75
145,77,1,77
77,145,1,77
145,79,1,79
79,145,1,79
145,81,1,81
81,145,1,81
145,83,1,83
83,145,1,83
145,85,0,85
85,145,1,85
145,87,1,87
87,145,1,87
145,89,0,89
89,145,1,89
145,91,1,91
91,145,1,91
145,93,1,93
93,145,0,93
145,95,1,95
95,145,1,95
145,97,0,97
97,145,1,97
145,99,1,99
99,145,1,99
145,101,1,101
101,145,1,101
145,103,1,103
103,145,1,103
145,105,1,105
105,145,1,105
