SOURCE:
[  0.680375,   0.823295,  -0.444451,  -0.270431]
[ -0.211234,  -0.604897,    0.10794,  0.0268018]
[  0.566198,  -0.329554, -0.0452059,   0.904459]
[   0.59688,   0.536459,   0.257742,    0.83239]
RANK:
4
TIME:
1
rows,cols,time_us,rank
145,107,1,107
107,145,1,107
145,109,1,109
109,145,1,109
145,111,1,111
111,145,1,111
145,113,1,113
113,145,1,113
145,115,1,115
115,145,1,115
145,117,1,117
117,145,1,117
145,119,1,119
119,145,0,119
145,121,1,121
121,145,1,121
145,123,1,123
123,145,0,123
145,125,1,125
125,145,1,125
145,127,1,127
127,145,1,127
145,129,1,129
129,145,1,129
145,131,1,131
131,145,1,131
145,133,1,133
133,145,1,133
145,135,1,135
135,145,1,135
145,137,1,137
137,145,0,137
145,139,1,139
139,145,1,139
145,141,1,141
141,145,1,141
145,143,1,143
143,145,1,143
145,145,1,145
147,53,1,53
53,147,1,53
147,55,1,55
55,147,1,55
147,57,1,57
57,147,1,57
147,59,1,59
59,147,1,59
147,61,1,61
61,147,1,61
147,63,1,63
63,147,1,63
147,65,1,65
65,147,1,65
147,67,1,67
67,147,1,67
147,69,1,69
69,147,1,69
147,71,1,71
71,147,1,71
147,73,1,73
73,147,1,73
147,75,1,75
75,147,1,75
147,77,1,77
77,147,1,77
147,79,1,79
79,147,1,79
147,81,1,81
81,147,1,81
147,83,1,83
83,147,0,83
147,85,1,85
85,147,1,85
147,87,1,87
87,147,1,87
147,89,1,89
89,147,1,89
147,91,1,91
91,147,0,91
147,93,0,93
93,147,1,93
147,95,1,95
95,147,1,95
147,97,1,97
97,147,1,97
147,99,0,99
99,147,1,99
147,101,1,101
101,147,1,101
147,103,1,103
103,147,1,103
147,105,1,105
105,147,1,105
147,107,1,107
107,147,1,107
147,109,1,109
109,147,1,109
147,111,1,111
111,147,1,111
147,113,1,113
113,147,1,113
147,115,1,115
115,147,1,115
147,117,1,117
117,147,1,117
147,119,0,119
119,147,1,119
147,121,1,121
121,147,1,121
147,123,1,123
123,147,1,123
147,125,1,125
125,147,0,125
147,127,1,127
127,147,1,127
147,129,1,129
129,147,1,129
147,131,1,131
131,147,1,131
147,133,1,133
133,147,1,133
147,135,1,135
135,147,1,135
147,137,1,137
137,147,1,137
147,139,1,139
139,147,1,139
147,141,1,141
141,147,1,141
147,143,1,143
143,147,1,143
147,145,1,145
145,147,1,145
147,147,1,147
149,53,1,53
53,149,1,53
149,55,1,55
55,149,1,55
149,57,1,57
57,149,1,57
149,59,1,59
59,149,0,59
149,61,1,61
61,149,1,61
149,63,1,63
63,149,1,63
149,65,1,65
65,149,1,65
149,67,1,67
67,149,10,67
149,69,1,69
69,149,1,69
149,71,1,71
71,149,1,71
149,73,2,73
73,149,1,73
149,75,1,75
75,149,1,75
149,77,1,77
77,149,1,77
149,79,1,79
79,149,1,79
149,81,1,81
81,149,1,81
149,83,1,83
83,149,0,83
149,85,1,85
85,149,1,85
149,87,1,87
87,149,1,87
149,89,1,89
89,149,1,89
149,91,1,91
91,149,1,91
149,93,1,93
93,149,1,93
149,95,1,95
95,149,1,95
149,97,1,97
97,149,0,97
149,99,1,99
99,149,1,99
149,101,1,101
101,149,1,101
149,103,1,103
103,149,1,103
149,105,1,105
105,149,1,105
149,107,1,107
107,149,1,107
149,109,1,109
109,149,1,109
149,111,1,111
111,149,1,111
149,113,1,113
113,149,1,113
149,115,1,115
115,149,1,115
149,117,1,117
117,149,1,117
149,119,1,119
119,149,1,119
149,121,1,121
121,149,1,121
149,123,1,123
123,149,1,123
149,125,1,125
125,149,1,125
149,127,1,127
127,149,1,127
149,129,1,129
129,149,1,129
149,131,1,131
131,149,1,131
149,133,1,133
133,149,1,133
149,135,1,135
135,149,1,135
149,137,1,137
137,149,1,137
149,139,1,139
139,149,1,139
149,141,1,141
141,149,1,141
149,143,1,143
143,149,1,143
149,145,1,145
145,149,1,145
149,147,1,147
147,149,1,147
149,149,1,149
151,53,1,53
53,151,1,53
151,55,1,55
55,151,1,55
151,57,1,57
57,151,1,57
151,59,1,59
59,151,1,59
151,61,1,61
61,151,1,61
151,63,1,63
63,151,1,63
151,65,1,65
65,151,1,65
151,67,1,67
67,151,1,67
151,69,1,69
69,151,1,69
151,71,1,71
71,151,0,71
151,73,1,73
73,151,1,73
151,75,1,75
75,151,1,75
151,77,1,77
77,151,1,77
151,79,1,79
79,151,1,79
151,81,1,81
81,151,1,81
151,83,1,83
83,151,1,83
151,85,1,85
85,151,1,85
151,87,1,87
87,151,1,87
151,89,1,89
89,151,1,89
151,91,1,91
91,151,1,91
151,93,1,93
93,151,1,93
151,95,1,95
95,151,1,95
151,97,1,97
97,151,1,97
151,99,1,99
99,151,1,99
151,101,1,101
101,151,1,101
151,103,1,103
103,151,1,103
151,105,1,105
105,151,0,105
151,107,1,107
107,151,0,107
151,109,1,109
109,151,1,109
151,111,1,111
111,151,0,111
151,113,1,113
113,151,1,113
151,115,1,115
115,151,0,115
151,117,1,117
117,151,1,117
151,119,1,119
119,151,1,119
151,121,1,121
121,151,1,121
151,123,1,123
123,151,1,123
151,125,1,125
125,151,1,125
151,127,1,127
127,151,1,127
151,129,1,129
129,151,1,129
151,131,0,131
131,151,1,131
151,133,1,133
133,151,1,133
151,135,1,135
135,151,1,135
151,137,1,137
137,151,1,137
151,139,1,139
139,151,1,139
151,141,1,141
141,151,1,141
151,143,1,143
143,151,1,143
151,145,1,145
145,151,1,145
151,147,1,147
147,151,0,147
151,149,1,149
149,151,1,149
151,151,1,151
153,55,1,55
55,153,1,55
153,57,1,57
57,153,1,57
153,59,1,59
59,153,1,59
153,61,1,61
61,153,1,61
153,63,1,63
63,153,1,63
153,65,1,65
65,153,1,65
153,67,1,67
67,153,6,67
153,69,1,69
69,153,1,69
153,71,1,71
71,153,1,71
153,73,1,73
73,153,1,73
153,75,1,75
75,153,1,75
153,77,1,77
77,153,1,77
153,79,1,79
79,153,0,79
153,81,1,81
81,153,1,81
153,83,1,83
83,153,1,83
153,85,1,85
85,153,1,85
153,87,1,87
87,153,1,87
153,89,1,89
89,153,1,89
153,91,1,91
91,153,1,91
153,93,1,93
93,153,1,93
153,95,1,95
95,153,0,95
153,97,0,97
97,153,1,97
153,99,1,99
99,153,1,99
153,101,1,101
101,153,1,101
153,103,1,103
103,153,1,103
153,105,1,105
105,153,1,105
153,107,1,107
107,153,1,107
153,109,1,109
109,153,0,109
153,111,1,111
111,153,1,111
153,113,1,113
113,153,1,113
153,115,1,115
115,153,1,115
153,117,1,117
117,153,1,117
153,119,1,119
119,153,1,119
153,121,1,121
121,153,1,121
153,123,1,123
123,153,1,123
153,125,1,125
125,153,1,125
153,127,1,127
127,153,1,127
153,129,0,129
129,153,1,129
153,131,1,131
131,153,1,131
153,133,1,133
133,153,1,133
153,135,1,135
135,153,1,135
153,137,1,137
137,153,1,137
153,139,1,139
139,153,1,139
153,141,1,141
141,153,1,141
153,143,1,143
143,153,1,143
153,145,1,145
145,153,1,145
153,147,0,147
147,153,0,147
153,149,1,149
149,153,1,149
153,151,1,151
151,153,1,151
153,153,1,153
155,55,1,55
55,155,1,55
155,57,1,57
57,155,1,57
155,59,1,59
59,155,0,59
155,61,1,61
61,155,1,61
155,63,1,63
63,155,0,63
155,65,1,65
65,155,1,65
155,67,1,67
67,155,1,67
155,69,1,69
69,155,1,69
155,71,0,71
71,155,0,71
155,73,1,73
73,155,1,73
155,75,1,75
75,155,0,75
155,77,1,77
77,155,1,77
155,79,1,79
79,155,0,79
155,81,1,81
81,155,1,81
155,83,1,83
83,155,1,83
155,85,4,85
85,155,1,85
155,87,1,87
87,155,1,87
155,89,1,89
89,155,1,89
155,91,1,91
91,155,1,91
155,93,1,93
93,155,1,93
155,95,0,95
95,155,1,95
155,97,1,97
97,155,1,97
155,99,1,99
99,155,1,99
155,101,0,101
101,155,1,101
155,103,1,103
103,155,1,103
155,105,1,105
105,155,0,105
155,107,1,107
107,155,1,107
155,109,1,109
109,155,1,109
155,111,3,111
111,155,1,111
155,113,1,113
113,155,1,113
155,115,1,115
115,155,0,115
155,117,1,117
117,155,1,117
155,119,1,119
119,155,1,119
155,121,1,121
121,155,1,121
155,123,1,123
123,155,1,123
155,125,0,125
125,155,1,125
155,127,1,127
127,155,1,127
155,129,1,129
129,155,1,129
155,131,1,131
131,155,1,131
155,133,1,133
133,155,1,133
155,135,1,135
135,155,1,135
155,137,1,137
137,155,1,137
155,139,1,139
139,155,1,139
155,141,1,141
141,155,1,141
155,143,1,143
143,155,1,143
155,145,1,145
145,155,1,145
155,147,1,147
147,155,1,147
155,149,1,149
149,155,1,149
155,151,1,151
151,155,0,151
155,153,1,153
153,155,1,153
155,155,1,155
157,55,1,55
55,157,1,55
157,57,1,57
57,157,1,57
157,59,1,59
59,157,1,59
157,61,1,61
61,157,1,61
157,63,1,63
63,157,1,63
157,65,1,65
65,157,1,65
157,67,1,67
67,157,1,67
157,69,1,69
69,157,1,69
157,71,1,71
71,157,1,71
157,73,1,73
73,157,1,73
157,75,0,75
75,157,1,75
157,77,1,77
77,157,1,77
157,79,1,79
79,157,1,79
157,81,1,81
81,157,1,81
157,83,1,83
83,157,1,83
157,85,1,85
85,157,1,85
157,87,1,87
87,157,1,87
157,89,1,89
89,157,1,89
157,91,1,91
91,157,1,91
157,93,1,93
93,157,1,93
157,95,1,95
95,157,1,95
157,97,1,97
97,157,1,97
157,99,1,99
99,157,1,99
157,101,1,101
101,157,1,101
157,103,1,103
103,157,1,103
157,105,1,105
105,157,1,105
157,107,1,107
107,157,1,107
157,109,1,109
109,157,1,109
157,111,1,111
111,157,1,111
157,113,0,113
113,157,1,113
157,115,1,115
115,157,1,115
157,117,0,117
117,157,1,117
157,119,1,119
119,157,1,119
157,121,1,121
121,157,1,121
157,123,1,123
123,157,1,123
157,125,1,125
125,157,1,125
157,127,1,127
127,157,1,127
157,129,0,129
129,157,1,129
157,131,1,131
131,157,1,131
157,133,1,133
133,157,1,133
157,135,1,135
135,157,1,135
157,137,1,137
137,157,1,137
157,139,1,139
139,157,1,139
157,141,1,141
141,157,1,141
157,143,1,143
143,157,1,143
157,145,1,145
145,157,0,145
157,147,1,147
147,157,1,147
157,149,1,149
149,157,1,149
157,151,1,151
151,157,1,151
157,153,1,153
153,157,1,153
157,155,1,155
155,157,1,155
157,157,1,157
159,57,1,57
57,159,0,57
159,59,1,59
59,159,0,59
159,61,1,61
61,159,1,61
159,63,1,63
63,159,1,63
159,65,1,65
65,159,1,65
159,67,1,67
67,159,1,67
159,69,1,69
69,159,1,69
159,71,1,71
71,159,1,71
159,73,1,73
73,159,1,73
159,75,1,75
75,159,1,75
159,77,1,77
77,159,1,77
159,79,1,79
79,159,1,79
159,81,1,81
81,159,1,81
159,83,0,83
83,159,0,83
159,85,1,85
85,159,1,85
159,87,1,87
87,159,1,87
159,89,1,89
89,159,1,89
159,91,1,91
91,159,1,91
159,93,1,93
93,159,1,93
159,95,1,95
95,159,1,95
159,97,1,97
97,159,0,97
159,99,1,99
99,159,1,99
159,101,1,101
101,159,1,101
159,103,0,103
103,159,1,103
159,105,1,105
105,159,1,105
159,107,1,107
107,159,1,107
159,109,1,109
109,159,1,109
159,111,1,111
111,159,1,111
159,113,1,113
113,159,1,113
159,115,1,115
115,159,0,115
159,117,1,117
117,159,1,117
159,119,1,119
119,159,0,119
159,121,1,121
121,159,1,121
159,123,1,123
123,159,1,123
159,125,1,125
125,159,1,125
159,127,1,127
127,159,1,127
159,129,1,129
129,159,1,129
159,131,1,131
131,159,1,131
159,133,1,133
133,159,0,133
159,135,1,135
135,159,1,135
159,137,1,137
137,159,1,137
159,139,1,139
139,159,1,139
159,141,1,141
141,159,1,141
159,143,1,143
143,159,1,143
159,145,1,145
145,159,1,145
159,147,1,147
147,159,1,147
159,149,1,149
149,159,1,149
159,151,0,151
151,159,1,151
159,153,1,153
153,159,1,153
159,155,1,155
155,159,1,155
159,157,1,157
157,159,1,157
159,159,1,159
161,57,1,57
57,161,1,57
161,59,1,59
59,161,1,59
161,61,0,61
61,161,1,61
161,63,1,63
63,161,1,63
161,65,1,65
65,161,1,65
161,67,1,67
67,161,0,67
161,69,0,69
69,161,1,69
161,71,1,71
71,161,0,71
161,73,1,73
73,161,1,73
161,75,1,75
75,161,1,75
161,77,1,77
77,161,0,77
161,79,1,79
79,161,1,79
161,81,1,81
81,161,0,81
161,83,1,83
83,161,1,83
161,85,1,85
85,161,1,85
161,87,1,87
87,161,1,87
161,89,1,89
89,161,1,89
161,91,1,91
91,161,1,91
161,93,1,93
93,161,1,93
161,95,0,95
95,161,0,95
161,97,0,97
97,161,1,97
161,99,0,99
99,161,1,99
161,101,1,101
101,161,1,101
161,103,1,103
103,161,0,103
161,105,1,105
105,161,1,105
161,107,1,107
107,161,1,107
161,109,1,109
109,161,1,109
161,111,1,111
111,161,1,111
161,113,0,113
113,161,1,113
161,115,1,115
115,161,0,115
161,117,1,117
117,161,1,117
161,119,1,119
119,161,1,119
161,121,1,121
121,161,1,121
161,123,1,123
123,161,1,123
161,125,1,125
125,161,1,125
161,127,1,127
127,161,1,127
161,129,1,129
129,161,1,129
161,131,1,131
131,161,0,131
161,133,1,133
133,161,1,133
161,135,1,135
135,161,1,135
161,137,1,137
137,161,1,137
161,139,1,139
139,161,1,139
161,141,1,141
141,161,1,141
161,143,1,143
143,161,1,143
161,145,1,145
145,161,1,145
161,147,1,147
147,161,1,147
161,149,1,149
149,161,1,149
161,151,1,151
151,161,1,151
161,153,1,153
153,161,1,153
161,155,1,155
155,161,1,155
161,157,1,157
157,161,1,157
161,159,1,159
159,161,1,159
161,161,1,161
163,59,0,59
59,163,1,59
163,61,1,61
61,163,1,61
163,63,0,63
63,163,0,63
163,65,1,65
65,163,1,65
163,67,1,67
67,163,1,67
163,69,1,69
69,163,1,69
163,71,1,71
71,163,1,71
163,73,1,73
73,163,1,73
163,75,0,75
75,163,1,75
163,77,1,77
77,163,1,77
163,79,1,79
79,163,1,79
163,81,1,81
81,163,0,81
163,83,1,83
83,163,1,83
163,85,1,85
85,163,1,85
163,87,1,87
87,163,1,87
163,89,1,89
89,163,1,89
163,91,1,91
91,163,1,91
163,93,0,93
93,163,1,93
163,95,1,95
95,163,1,95
163,97,1,97
97,163,1,97
163,99,1,99
99,163,1,99
163,101,1,101
101,163,1,101
163,103,1,103
103,163,1,103
163,105,1,105
105,163,0,105
163,107,1,107
107,163,1,107
163,109,0,109
109,163,1,109
163,111,1,111
111,163,1,111
163,113,0,113
113,163,1,113
163,115,1,115
115,163,1,115
163,117,1,117
117,163,1,117
163,119,1,119
119,163,1,119
163,121,1,121
121,163,1,121
163,123,1,123
123,163,1,123
163,125,1,125
125,163,1,125
163,127,1,127
127,163,1,127
163,129,1,129
129,163,1,129
163,131,1,131
131,163,1,131
163,133,1,133
133,163,1,133
163,135,1,135
135,163,0,135
163,137,1,137
137,163,1,137
163,139,1,139
139,163,1,139
163,141,1,141
141,163,1,141
163,143,1,143
143,163,1,143
163,145,1,145
145,163,0,145
163,147,0,147
147,163,1,147
163,149,1,149
149,163,1,149
163,151,1,151
151,163,1,151
163,153,1,153
153,163,1,153
163,155,0,155
155,163,1,155
163,157,1,157
157,163,1,157
163,159,1,159
159,163,1,159
163,161,1,161
161,163,1,161
163,163,1,163
165,59,1,59
59,165,1,59
165,61,1,61
61,165,1,61
165,63,1,63
63,165,1,63
165,65,1,65
65,165,1,65
165,67,1,67
67,165,1,67
165,69,1,69
69,165,1,69
165,71,1,71
71,165,1,71
165,73,1,73
73,165,1,73
165,75,0,75
75,165,1,75
165,77,1,77
77,165,1,77
165,79,1,79
79,165,1,79
165,81,1,81
81,165,1,81
165,83,1,83
83,165,1,83
165,85,1,85
85,165,1,85
165,87,1,87
87,165,1,87
165,89,1,89
89,165,1,89
165,91,0,91
91,165,1,91
165,93,0,93
93,165,1,93
165,95,1,95
95,165,1,95
165,97,1,97
97,165,1,97
165,99,1,99
99,165,1,99
165,101,1,101
101,165,1,101
165,103,1,103
103,165,1,103
165,105,0,105
105,165,1,105
165,107,1,107
107,165,1,107
165,109,1,109
109,165,1,109
165,111,0,111
111,165,1,111
165,113,1,113
113,165,1,113
165,115,1,115
115,165,1,115
165,117,1,117
117,165,1,117
165,119,2,119
119,165,1,119
165,121,1,121
121,165,1,121
165,123,1,123
123,165,1,123
165,125,1,125
125,165,1,125
165,127,1,127
127,165,1,127
165,129,1,129
129,165,0,129
165,131,1,131
131,165,0,131
165,133,1,133
133,165,1,133
165,135,1,135
135,165,1,135
165,137,1,137
137,165,1,137
165,139,1,139
139,165,1,139
165,141,1,141
141,165,1,141
165,143,1,143
143,165,1,143
165,145,1,145
145,165,1,145
165,147,1,147
147,165,1,147
165,149,1,149
149,165,1,149
165,151,1,151
151,165,0,151
165,153,1,153
153,165,1,153
165,155,1,155
155,165,1,155
165,157,1,157
157,165,1,157
165,159,1,159
159,165,1,159
165,161,1,161
161,165,1,161
165,163,1,163
163,165,1,163
165,165,1,165
167,59,1,59
59,167,1,59
167,61,1,61
61,167,1,61
167,63,1,63
63,167,1,63
167,65,1,65
65,167,1,65
167,67,1,67
67,167,0,67
167,69,1,69
69,167,1,69
167,71,1,71
71,167,1,71
167,73,1,73
73,167,1,73
167,75,1,75
75,167,0,75
167,77,1,77
77,167,1,77
167,79,1,79
79,167,0,79
167,81,0,81
81,167,1,81
167,83,1,83
83,167,1,83
167,85,1,85
85,167,1,85
167,87,0,87
87,167,1,87
167,89,1,89
89,167,1,89
167,91,1,91
91,167,1,91
167,93,1,93
93,167,1,93
167,95,1,95
95,167,1,95
167,97,1,97
97,167,1,97
167,99,1,99
99,167,0,99
167,101,1,101
101,167,1,101
167,103,1,103
103,167,1,103
167,105,1,105
105,167,1,105
167,107,1,107
107,167,1,107
167,109,1,109
109,167,1,109
167,111,0,111
111,167,1,111
167,113,1,113
113,167,1,113
167,115,1,115
115,167,1,115
167,117,1,117
117,167,1,117
167,119,1,119
119,167,1,119
167,121,0,121
121,167,1,121
167,123,1,123
123,167,1,123
167,125,1,125
125,167,1,125
167,127,1,127
127,167,1,127
167,129,1,129
129,167,1,129
167,131,1,131
131,167,1,131
167,133,1,133
133,167,1,133
167,135,1,135
135,167,1,135
167,137,1,137
137,167,1,137
167,139,1,139
139,167,1,139
167,141,1,141
141,167,0,141
167,143,1,143
143,167,1,143
167,145,1,145
145,167,1,145
167,147,0,147
147,167,1,147
167,149,0,149
149,167,1,149
167,151,1,151
151,167,1,151
167,153,1,153
153,167,1,153
167,155,0,155
155,167,1,155
167,157,1,157
157,167,1,157
167,159,1,159
159,167,1,159
167,161,0,161
161,167,1,161
167,163,1,163
163,167,1,163
167,165,1,165
165,167,1,165
167,167,1,167
169,61,1,61
61,169,1,61
169,63,1,63
63,169,1,63
169,65,1,65
65,169,0,65
169,67,0,67
67,169,1,67
169,69,1,69
69,169,1,69
169,71,1,71
71,169,1,71
169,73,1,73
73,169,0,73
169,75,1,75
75,169,0,75
169,77,1,77
77,169,1,77
169,79,1,79
79,169,1,79
169,81,1,81
81,169,1,81
169,83,1,83
83,169,1,83
169,85,1,85
85,169,0,85
169,87,1,87
87,169,0,87
169,89,1,89
89,169,1,89
169,91,0,91
91,169,1,91
169,93,1,93
93,169,1,93
169,95,1,95
95,169,1,95
169,97,1,97
97,169,1,97
169,99,1,99
99,169,1,99
169,101,1,101
101,169,1,101
169,103,1,103
103,169,1,103
169,105,1,105
105,169,1,105
169,107,1,107
107,169,1,107
169,109,1,109
109,169,1,109
169,111,1,111
111,169,1,111
169,113,1,113
113,169,0,113
169,115,1,115
115,169,0,115
169,117,1,117
117,169,1,117
169,119,1,119
119,169,1,119
169,121,1,121
121,169,1,121
169,123,1,123
123,169,1,123
169,125,1,125
125,169,1,125
169,127,1,127
127,169,1,127
169,129,0,129
129,169,1,129
169,131,1,131
131,169,1,131
169,133,0,133
133,169,1,133
169,135,1,135
135,169,1,135
169,137,1,137
137,169,1,137
169,139,1,139
139,169,1,139
169,141,1,141
141,169,1,141
169,143,1,143
143,169,2,143
169,145,1,145
145,169,1,145
169,147,1,147
147,169,1,147
169,149,1,149
149,169,1,149
169,151,1,151
151,169,1,151
169,153,1,153
153,169,6,153
169,155,1,155
155,169,1,155
169,157,1,157
157,169,1,157
169,159,1,159
159,169,1,159
169,161,1,161
161,169,0,161
169,163,1,163
163,169,1,163
169,165,1,165
165,169,1,165
169,167,1,167
167,169,1,167
169,169,1,169
171,61,1,61
61,171,1,61
171,63,1,63
63,171,1,63
171,65,0,65
65,171,0,65
171,67,1,67
67,171,1,67
171,69,1,69
69,171,1,69
171,71,1,71
71,171,1,71
171,73,0,73
73,171,1,73
171,75,1,75
75,171,1,75
171,77,1,77
77,171,1,77
171,79,1,79
79,171,1,79
171,81,1,81
81,171,1,81
171,83,1,83
83,171,1,83
171,85,1,85
85,171,1,85
171,87,1,87
87,171,1,87
171,89,1,89
89,171,1,89
171,91,1,91
91,171,1,91
171,93,1,93
93,171,1,93
171,95,1,95
95,171,1,95
171,97,1,97
97,171,1,97
171,99,1,99
99,171,0,99
171,101,1,101
101,171,0,101
171,103,1,103
103,171,0,103
171,105,1,105
105,171,0,105
171,107,1,107
107,171,1,107
171,109,1,109
109,171,0,109
171,111,1,111
111,171,1,111
171,113,1,113
113,171,1,113
171,115,1,115
115,171,1,115
171,117,1,117
117,171,1,117
171,119,1,119
119,171,1,119
171,121,1,121
121,171,1,121
171,123,1,123
123,171,1,123
171,125,1,125
125,171,1,125
171,127,1,127
127,171,1,127
171,129,1,129
129,171,1,129
171,131,1,131
131,171,1,131
171,133,1,133
133,171,1,133
171,135,0,135
135,171,1,135
171,137,0,137
137,171,1,137
171,139,1,139
139,171,1,139
171,141,1,141
141,171,1,141
171,143,1,143
143,171,1,143
171,145,1,145
145,171,1,145
171,147,1,147
147,171,1,147
171,149,1,149
149,171,1,149
171,151,1,151
151,171,0,151
171,153,0,153
153,171,1,153
171,155,1,155
155,171,1,155
171,157,1,157
157,171,1,157
171,159,1,159
159,171,1,159
171,161,1,161
161,171,1,161
171,163,1,163
163,171,1,163
171,165,1,165
165,171,1,165
171,167,1,167
167,171,1,167
171,169,1,169
169,171,1,169
171,171,1,171
173,61,1,61
61,173,1,61
173,63,1,63
63,173,1,63
173,65,1,65
65,173,0,65
173,67,1,67
67,173,1,67
173,69,1,69
69,173,1,69
173,71,1,71
71,173,1,71
173,73,1,73
73,173,0,73
173,75,0,75
75,173,1,75
173,77,1,77
77,173,1,77
173,79,0,79
79,173,1,79
173,81,1,81
81,173,1,81
173,83,1,83
83,173,1,83
173,85,1,85
85,173,1,85
173,87,1,87
87,173,0,87
173,89,1,89
89,173,1,89
173,91,1,91
91,173,1,91
173,93,1,93
93,173,1,93
173,95,1,95
95,173,0,95
173,97,1,97
97,173,1,97
173,99,1,99
99,173,1,99
173,101,1,101
101,173,1,101
173,103,1,103
103,173,0,103
173,105,1,105
105,173,1,105
173,107,1,107
107,173,1,107
173,109,0,109
109,173,1,109
173,111,1,111
111,173,0,111
173,113,0,113
113,173,1,113
173,115,1,115
115,173,1,115
173,117,1,117
117,173,1,117
173,119,1,119
119,173,1,119
173,121,1,121
121,173,1,121
173,123,1,123
123,173,1,123
173,125,1,125
125,173,1,125
173,127,1,127
127,173,1,127
173,129,1,129
129,173,1,129
173,131,1,131
131,173,1,131
173,133,1,133
133,173,1,133
173,135,1,135
135,173,1,135
173,137,1,137
137,173,1,137
173,139,1,139
139,173,1,139
173,141,1,141
141,173,1,141
173,143,0,143
143,173,1,143
173,145,1,145
145,173,1,145
173,147,1,147
147,173,1,147
173,149,1,149
149,173,1,149
173,151,1,151
151,173,1,151
173,153,1,153
153,173,1,153
173,155,0,155
155,173,1,155
173,157,1,157
157,173,1,157
173,159,1,159
159,173,1,159
173,161,1,161
161,173,1,161
173,163,1,163
163,173,1,163
173,165,1,165
165,173,1,165
173,167,1,167
167,173,1,167
173,169,1,169
169,173,1,169
173,171,1,171
171,173,1,171
173,173,1,173
175,63,1,63
63,175,1,63
175,65,1,65
65,175,1,65
175,67,1,67
67,175,1,67
175,69,1,69
69,175,1,69
175,71,1,71
71,175,1,71
175,73,1,73
73,175,1,73
175,75,1,75
75,175,1,75
175,77,1,77
77,175,1,77
175,79,1,79
79,175,1,79
175,81,1,81
81,175,1,81
175,83,1,83
83,175,1,83
175,85,1,85
85,175,1,85
175,87,1,87
87,175,0,87
175,89,1,89
89,175,1,89
175,91,1,91
91,175,1,91
175,93,1,93
93,175,0,93
175,95,1,95
95,175,1,95
175,97,1,97
97,175,1,97
175,99,1,99
99,175,1,99
175,101,1,101
101,175,1,101
175,103,1,103
103,175,1,103
175,105,0,105
105,175,1,105
175,107,1,107
107,175,1,107
175,109,1,109
109,175,1,109
175,111,1,111
111,175,0,111
175,113,1,113
113,175,1,113
175,115,1,115
115,175,1,115
175,117,1,117
117,175,1,117
175,119,1,119
119,175,1,119
175,121,1,121
121,175,1,121
175,123,1,123
123,175,1,123
175,125,1,125
125,175,1,125
175,127,1,127
127,175,1,127
175,129,1,129
129,175,1,129
175,131,1,131
131,175,1,131
175,133,1,133
133,175,0,133
175,135,1,135
135,175,0,135
175,137,1,137
137,175,1,137
175,139,0,139
139,175,1,139
175,141,1,141
141,175,1,141
175,143,1,143
143,175,1,143
175,145,0,145
145,175,1,145
175,147,1,147
147,175,0,147
175,149,1,149
149,175,1,149
175,151,1,151
151,175,1,151
175,153,1,153
153,175,1,153
175,155,2,155
155,175,1,155
175,157,1,157
157,175,1,157
175,159,1,159
159,175,1,159
175,161,1,161
161,175,1,161
175,163,1,163
163,175,1,163
175,165,1,165
165,175,1,165
175,167,1,167
167,175,1,167
175,169,1,169
169,175,1,169
175,171,1,171
171,175,1,171
175,173,1,173
173,175,1,173
175,175,0,175
177,63,1,63
63,177,0,63
177,65,1,65
65,177,1,65
177,67,1,67
67,177,1,67
177,69,1,69
69,177,1,69
177,71,0,71
71,177,1,71
177,73,1,73
73,177,1,73
177,75,0,75
75,177,1,75
177,77,1,77
77,177,0,77
177,79,1,79
79,177,1,79
177,81,1,81
81,177,1,81
177,83,1,83
83,177,1,83
177,85,1,85
85,177,1,85
177,87,1,87
87,177,0,87
177,89,0,89
89,177,1,89
177,91,1,91
91,177,1,91
177,93,1,93
93,177,1,93
177,95,1,95
95,177,1,95
177,97,1,97
97,177,1,97
177,99,1,99
99,177,0,99
177,101,1,101
101,177,0,101
177,103,1,103
103,177,1,103
177,105,1,105
105,177,1,105
177,107,0,107
107,177,1,107
177,109,0,109
109,177,1,109
177,111,0,111
111,177,1,111
177,113,1,113
113,177,1,113
177,115,1,115
115,177,1,115
177,117,1,117
117,177,1,117
177,119,1,119
119,177,1,119
177,121,1,121
121,177,1,121
177,123,1,123
123,177,1,123
177,125,1,125
125,177,1,125
177,127,1,127
127,177,1,127
177,129,1,129
129,177,1,129
177,131,1,131
131,177,1,131
177,133,1,133
133,177,1,133
177,135,1,135
135,177,1,135
177,137,1,137
137,177,1,137
177,139,1,139
139,177,1,139
177,141,1,141
141,177,1,141
177,143,1,143
143,177,1,143
177,145,1,145
145,177,1,145
177,147,1,147
147,177,1,147
177,149,1,149
149,177,1,149
177,151,1,151
151,177,0,151
177,153,1,153
153,177,0,153
177,155,1,155
155,177,1,155
177,157,1,157
157,177,1,157
177,159,1,159
159,177,1,159
177,161,1,161
161,177,1,161
177,163,1,163
163,177,1,163
177,165,1,165
165,177,0,165
177,167,1,167
167,177,1,167
177,169,1,169
169,177,1,169
177,171,1,171
171,177,1,171
177,173,1,173
173,177,1,173
177,175,1,175
175,177,1,175
177,177,1,177
179,63,1,63
63,179,1,63
179,65,1,65
65,179,1,65
179,67,0,67
67,179,1,67
179,69,1,69
69,179,1,69
