size,time_us
5,389
7,513
9,843
11,1389
13,2143
15,3194
17,5788
19,7305
21,9519
23,12407
25,15928
27,19683
29,24236
31,29440
33,35543
35,42041
37,49540
39,57823
41,67268
43,77250
45,88425
48,107139
51,128140
54,152051
57,178867
60,208225
63,240551
66,276466
69,315856
72,358590
75,404653
78,455414
81,510163
84,568335
87,630448
90,698280
93,770723
96,847372
99,928196
102,1015517
105,1108214
109,1239027
113,1380458
117,1531604
*** PANIC ***
Out of memory
