SOURCE:

0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000

0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000

0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000

0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000

LU:

0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000

0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000

0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000

0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000

TIME: 81

SOURCE:

0.00000000000000, 0.00000000000000, 0.00000000000000, 0.00000000000000

0.00000000000000, 0.00000000000000, 0.00000000000000, 0.00000000000000

0.00000000000000, 0.00000000000000, 0.00000000000000, 0.00000000000000

0.00000000000000, 0.00000000000000, 0.00000000000000, 0.00000000000000

LU:

0.00000000000000, 0.00000000000000, 0.00000000000000, 0.00000000000000

0.00000000000000, 0.00000000000000, 0.00000000000000, 0.00000000000000

0.00000000000000, 0.00000000000000, 0.00000000000000, 0.00000000000000

0.00000000000000, 0.00000000000000, 0.00000000000000, 0.00000000000000

TIME:

81

rows,cols,time_us
108,116,281693

116,116,314006

124,100,274089

100,124,273564

124,108,309878

108,124,309467

124,116,346195

116,124,346019

124,124,382820

132,100,298095

100,132,297305

132,108,337794

108,132,337278

132,116,378328

116,132,377975

132,124,419586

124,132,419379

132,132,461026

140,100,322093

100,140,321176

140,108,365704

108,140,364987

140,116,410625

116,140,410003

140,124,456310

124,140,455814

140,132,502702

132,140,502499

140,140,549282

148,100,346039

100,148,345023

148,108,393662

108,148,392677

148,116,442812

116,148,442002

148,124,493123

124,148,492417

148,132,544245

132,148,543811

148,140,596069

140,148,595763

148,148,648154

156,100,370086

100,156,368827

156,108,421653

108,156,420485

156,116,475014

116,156,473983

156,124,529795

124,156,528904

156,132,585839

132,156,585165

156,140,642798

140,156,642329

156,148,700278

148,156,700077

156,156,758138

164,100,394034

100,164,392624

164,108,449553

108,164,448258

164,116,507201

116,164,505903

164,124,566552

124,164,565456

164,132,627501

132,164,626495

164,140,689501

140,164,688748

164,148,752480

148,164,752053

164,156,816126

156,164,815791

164,164,879941

172,100,417984

100,172,416457

172,108,477529

108,172,476008

172,116,539362

116,172,537984

172,124,603276

124,172,601904

172,132,669040

132,172,667788

172,140,736257

140,172,735266

172,148,804701

148,172,803963

172,156,874031

156,172,873555

172,164,943993

164,172,943601

172,172,1014228

180,100,442097

100,180,440320

180,108,505428

108,180,503738

180,116,571505

116,180,569868

180,124,640008

124,180,638475

180,132,710567

132,180,709168

180,140,783066

140,180,781787

180,148,856855

148,180,855865

180,156,931968

156,180,931112

180,164,1007961

164,180,1007408



*** PANIC ***



Out of memory



