M1:

17,7,23,1134

17,23,9,1434

23,17,9,1453

9,23,17,1575

17,9,23,1446

17,23,11,1780

23,17,11,1768

11,23,17,1872

17,11,23,1758

17,23,13,2068

23,17,13,2064

13,23,17,2182

17,13,23,2066

17,23,15,2383

23,17,15,2378

15,23,17,2485

17,15,23,2367

17,23,17,2673

23,17,17,2676

17,17,23,2682

19,23,5,952

23,19,5,936

5,23,19,1110

19,5,23,912

19,23,7,1274

23,19,7,1295

7,23,19,1470

19,7,23,1278

19,23,9,1609

23,19,9,1626

9,23,19,1753

19,9,23,1615

19,23,11,1971

23,19,11,1971

11,23,19,2090

19,11,23,1957

19,23,13,2291

23,19,13,2299

13,23,19,2430

19,13,23,2298

19,23,15,2653

23,19,15,2650

15,23,19,2773

19,15,23,2640

19,23,17,2976

23,19,17,2976

17,23,19,2986

19,17,23,2983

19,23,19,3322

23,19,19,3327

19,19,23,3323

21,23,5,1041

23,21,5,1039

5,23,21,1213

21,5,23,1021

21,23,7,1414

23,21,7,1429

7,23,21,1613

21,7,23,1399

21,23,9,1782

23,21,9,1786

9,23,21,1926

21,9,23,1773

21,23,11,2176

23,21,11,2177

11,23,21,2300

21,11,23,2158

21,23,13,2536

23,21,13,2542

13,23,21,2678

21,13,23,2529

21,23,15,2921

23,21,15,2925

15,23,21,3040

21,15,23,2907

21,23,17,3283

23,21,17,3277

17,23,21,3283

21,17,23,3282

21,23,19,3670

23,21,19,3664

19,23,21,3657

21,19,23,3655

21,23,21,4032

23,21,21,4026

21,21,23,4038

23,23,5,1136

5,23,23,1337

23,5,23,1092

23,23,7,1554

7,23,23,1768

23,7,23,1529

23,23,9,1948

9,23,23,2105

23,9,23,1933

23,23,11,2372

11,23,23,2522

23,11,23,2350

23,23,13,2764

13,23,23,2925

23,13,23,2757

23,23,15,3193

15,23,23,3334

23,15,23,3174

23,23,17,3581

17,23,23,3598

23,17,23,3588

23,23,19,4002

19,23,23,4008

23,19,23,4000

23,23,21,4405

21,23,23,4414

23,21,23,4408

23,23,23,4818

5,25,5,349

25,5,5,315

5,5,25,338

7,25,5,444

25,7,5,393

5,25,7,479

7,5,25,431

7,25,7,609

25,7,7,525

7,7,25,598

9,25,5,546

25,9,5,488

5,25,9,590

9,5,25,529

9,25,7,733

25,9,7,654

7,25,9,767

9,7,25,722

9,25,9,922

25,9,9,817

9,9,25,934

11,25,5,650

25,11,5,586

5,25,11,720

11,5,25,625

11,25,7,871

25,11,7,792

7,25,11,951

11,7,25,864

11,25,9,1096

25,11,9,1015

9,25,11,1111

11,9,25,1104

11,25,11,1332

25,11,11,1206

11,11,25,1332

13,25,5,758

25,13,5,684

5,25,13,826

13,5,25,717

13,25,7,1015

25,13,7,936

7,25,13,1086

13,7,25,995

13,25,9,1260

25,13,9,1184

9,25,13,1320

13,9,25,1289

13,25,11,1559

25,13,11,1430

11,25,13,1577

13,11,25,1552

13,25,13,1834

25,13,13,1679

13,13,25,1821

15,25,5,862

25,15,5,786

5,25,15,965

15,5,25,823

15,25,7,1144

25,15,7,1085

7,25,15,1280

15,7,25,1126

15,25,9,1466

25,15,9,1372

9,25,15,1522

15,9,25,1462

15,25,11,1782

25,15,11,1652

11,25,15,1813

15,11,25,1763

15,25,13,2083

25,15,13,1929

13,25,15,2104

15,13,25,2072

15,25,15,2395

25,15,15,2219

15,15,25,2377

17,25,5,920

25,17,5,899

