M1:

[ 0.380002, -0.243142, -0.319746,  0.759988]
83,146,143,55293

143,83,146,54372

143,146,86,56640

146,143,86,56258

86,146,143,57529

143,86,146,56318

143,146,89,58411

146,143,89,58017

89,146,143,58843

143,89,146,58269

143,146,92,60171

146,143,92,59768

92,146,143,61074

143,92,146,60216

143,146,95,62605

146,143,95,62180

95,146,143,63307

143,95,146,62167

143,146,98,64372

146,143,98,63936

98,146,143,64623

143,98,146,64116

143,146,101,66140

146,143,101,65698

101,146,143,66854

143,101,146,66065

143,146,104,67902

146,143,104,67450

104,146,143,68279

143,104,146,68012

143,146,107,70331

146,143,107,69855

107,146,143,70401

143,107,146,69962

143,146,110,72104

146,143,110,71616

110,146,143,72636

143,110,146,71910

143,146,113,73875

146,143,113,73381

113,146,143,73949

143,113,146,73860

143,146,116,75633

146,143,116,75128

116,146,143,76183

143,116,146,75805

143,146,119,78065

146,143,119,77532

119,146,143,78416

143,119,146,77754

143,146,122,79837

146,143,122,79297

122,146,143,79729

143,122,146,79705

143,146,125,81606

146,143,125,81056

125,146,143,81965

143,125,146,81656

143,146,128,83363

146,143,128,82804

128,146,143,83383

143,128,146,83602

143,146,131,85797

146,143,131,85215

131,146,143,85508

143,131,146,85553

143,146,134,87567

146,143,134,86977

134,146,143,87744

143,134,146,87502

143,146,137,89338

146,143,137,88741

137,146,143,89053

143,137,146,89448

143,146,140,91096

146,143,140,90488

140,146,143,91290

143,140,146,91398

143,146,143,93526

146,143,143,92899

143,143,146,93347

146,146,53,35708

53,146,146,37333

146,53,146,35374

146,146,56,37499

56,146,146,38785

146,56,146,37352

146,146,59,39960

59,146,146,40945

146,59,146,39327

146,146,62,41755

62,146,146,43224

146,62,146,41305

146,146,65,43553

65,146,146,44567

146,65,146,43281

146,146,68,45339

68,146,146,46838

146,68,146,45255

146,146,71,47795

71,146,146,49111

146,71,146,47232

146,146,74,49598

74,146,146,50454

146,74,146,49209

146,146,77,51396

77,146,146,52727

146,77,146,51183

146,146,80,53183

80,146,146,54176

146,80,146,53161

146,146,83,55638

83,146,146,56338

146,83,146,55137

146,146,86,57438

86,146,146,58616

146,86,146,57110

146,146,89,59233

89,146,146,59957

146,89,146,59090

146,146,92,61024

92,146,146,62235

146,92,146,61066

146,146,95,63479

95,146,146,64508

146,95,146,63043

146,146,98,65276

98,146,146,65844

146,98,146,65020

146,146,101,67078

101,146,146,68120

146,101,146,66997

146,146,104,68862

104,146,146,69570

146,104,146,68970

146,146,107,71318

107,146,146,71738

146,107,146,70945

146,146,110,73116

110,146,146,74011

146,110,146,72922

146,146,113,74916

113,146,146,75352

146,113,146,74899

146,146,116,76699

116,146,146,77626

146,116,146,76873

146,146,119,79161

119,146,146,79905

146,119,146,78852

146,146,122,80958

122,146,146,81243

146,122,146,80828

146,146,125,82758

125,146,146,83516

146,125,146,82806

146,146,128,84544

128,146,146,84966

146,128,146,84780

146,146,131,87001

131,146,146,87132

146,131,146,86759

146,146,134,88799

134,146,146,89404

146,134,146,88732

146,146,137,90593

137,146,146,90747

146,137,146,90706

146,146,140,92385

140,146,146,93023

146,140,146,92685

146,146,143,94843

143,146,146,95295

146,143,146,94663

146,146,146,96638

53,149,53,14088

149,53,53,13379

53,53,149,13974

56,149,53,14637

149,56,53,14127

53,149,56,14777

56,53,149,14524

56,149,56,15358

149,56,56,14831

56,56,149,15352

59,149,53,15453

149,59,53,14874

53,149,59,15765

59,53,149,15350

59,149,56,16230

149,59,56,15618

56,149,59,16374

59,56,149,16232

59,149,59,17295

149,59,59,16646

59,59,149,17147

62,149,53,16306

149,62,53,15622

53,149,62,16471

62,53,149,16223

62,149,56,17112

149,62,56,16401

56,149,62,17107

62,56,149,17180

62,149,59,18251

149,62,59,17480

59,149,62,18059

62,59,149,18272

62,149,62,19067

149,62,62,18263

62,62,149,19188

65,149,53,16816

149,65,53,16366

53,149,65,17169

65,53,149,16778

65,149,56,17647

149,65,56,17186

56,149,65,17841

65,56,149,17883

65,149,59,18813

149,65,59,18317

59,149,65,18833

65,59,149,18474

65,149,62,19658

149,65,62,19141

62,149,65,19878

65,62,149,19403

65,149,65,20497

149,65,65,19963

65,65,149,20330

68,149,53,17669

149,68,53,17114

53,149,68,17865

68,53,149,17786

68,149,56,18543

149,68,56,17969

56,149,68,18563

68,56,149,18781

68,149,59,19775

149,68,59,19154

59,149,68,19597

68,59,149,19416

68,149,62,20657

149,68,62,20013

62,149,68,20683

68,62,149,20387

68,149,65,21544

149,68,65,20872

65,149,68,21331

68,65,149,21367

68,149,68,22421

149,68,68,21726

68,68,149,22339

71,149,53,18527

149,71,53,17862

53,149,71,18855

71,53,149,18635

71,149,56,19441

149,71,56,18750

56,149,71,19583

71,56,149,19335

71,149,59,20735

149,71,59,19987

59,149,71,20674

71,59,149,20358

71,149,62,21663

149,71,62,20884

62,149,71,21824

71,62,149,21378

71,149,65,22592

149,71,65,21787

65,149,71,22500

71,65,149,22401

71,149,68,23505

149,71,68,22676

68,149,71,23646

71,68,149,23422

71,149,71,24803

149,71,71,23908

71,71,149,24444

74,149,53,19035

149,74,53,18611

53,149,74,19556

74,53,149,18816

74,149,56,19977

149,74,56,19541

56,149,74,20318

74,56,149,19864

74,149,59,21300

149,74,59,20823

59,149,74,21451

74,59,149,20912

74,149,62,22256

149,74,62,21760

62,149,74,22644

74,62,149,21967

74,149,65,23207

149,74,65,22697

65,149,74,23345

74,65,149,23017

74,149,68,24148

149,74,68,23624

68,149,74,24534

74,68,149,24065

74,149,71,25473

149,74,71,24913

71,149,74,25724

74,71,149,25117

74,149,74,26429

149,74,74,25846

74,74,149,26168

77,149,53,19891

149,77,53,19357

53,149,77,20259

77,53,149,19660

77,149,56,20873

149,77,56,20323

56,149,77,21049

77,56,149,20757

77,149,59,22260

149,77,59,21660

59,149,77,22222

77,59,149,21852

77,149,62,23257

149,77,62,22630

62,149,77,23456

77,62,149,22955

77,149,65,24252

149,77,65,23606

65,149,77,24186

77,65,149,24052

77,149,68,25235

149,77,68,24572

68,149,77,25420

77,68,149,25151

77,149,71,26625

149,77,71,25913

71,149,77,26652

77,71,149,26248

77,149,74,27618

149,77,74,26883

74,149,77,27378

77,74,149,27344

77,149,77,28617

149,77,77,27856

77,77,149,28444

80,149,53,20437

149,80,53,20103

53,149,80,20953

80,53,149,20202

80,149,56,21452

149,80,56,21110

56,149,80,21771

80,56,149,21331

80,149,59,22868

149,80,59,22497

59,149,80,22987

80,59,149,22458

80,149,62,23892

149,80,62,23510

62,149,80,24258

80,62,149,23587

80,149,65,24919

149,80,65,24519

65,149,80,25020

80,65,149,24716

80,149,68,25936

149,80,68,25523

68,149,80,26293

80,68,149,25842

80,149,71,27354

149,80,71,26908

71,149,80,27565

80,71,149,26970

80,149,74,28378

149,80,74,27920

74,149,80,28324

80,74,149,28097

80,149,77,29424

149,80,77,28936

77,149,80,29600

80,77,149,29229

80,149,80,30420

149,80,80,29932

80,80,149,30356

83,149,53,21248

149,83,53,20852

53,149,83,21940

83,53,149,21009

83,149,56,22309

149,83,56,21889

56,149,83,22792

83,56,149,22180

83,149,59,23782

149,83,59,23331

59,149,83,24065

83,59,149,23353

83,149,62,24848

149,83,62,24380

62,149,83,25401

83,62,149,24530

83,149,65,25915

149,83,65,25428

65,149,83,26185

83,65,149,25702

83,149,68,26970

149,83,68,26473

68,149,83,27526

83,68,149,26874

83,149,71,28442

149,83,71,27913

71,149,83,28860

83,71,149,28051

83,149,74,29514

149,83,74,28958

74,149,83,29645

83,74,149,29221

83,149,77,30579

149,83,77,30012

77,149,83,30982

83,77,149,30395

83,149,80,31634

149,83,80,31046

80,149,83,31835

83,80,149,31571

83,149,83,33109

149,83,83,32491

83,83,149,32739

86,149,53,22110

149,86,53,21599

53,149,86,22647

86,53,149,21853

86,149,56,23203

149,86,56,22678

56,149,86,23523

86,56,149,23077

86,149,59,24744

149,86,59,24167

59,149,86,24835

86,59,149,24295

86,149,62,25852

149,86,62,25254

62,149,86,26217

86,62,149,25518

86,149,65,26961

149,86,65,26338

65,149,86,27028

86,65,149,26739

86,149,68,28059

149,86,68,27420

68,149,86,28409

86,68,149,27958

86,149,71,29595

149,86,71,28912

71,149,86,29789

86,71,149,29182

86,149,74,30702

149,86,74,29997

74,149,86,30599

86,74,149,30398

86,149,77,31811

149,86,77,31081

77,149,86,31980

86,77,149,31620

86,149,80,32907

149,86,80,32163

80,149,86,32860

86,80,149,32842

86,149,83,34462

149,86,83,33660

83,149,86,34179

86,83,149,34064

86,149,86,35560

149,86,86,34743

86,86,149,35285

89,149,53,22619

149,89,53,22347

53,149,89,23351

89,53,149,22357

89,149,56,23742

149,89,56,23461

56,149,89,24260

89,56,149,23607

89,149,59,25322

149,89,59,25009

59,149,89,25611

89,59,149,24852

89,149,62,26442

149,89,62,26129

62,149,89,27032

89,62,149,26104

89,149,65,27579

149,89,65,27252

65,149,89,27875

89,65,149,27351

89,149,68,28722

149,89,68,28373

68,149,89,29293

89,68,149,28600

89,149,71,30282

149,89,71,29915

71,149,89,30718

89,71,149,29851

89,149,74,31406

149,89,74,31036

74,149,89,31554

89,74,149,31097

89,149,77,32539

149,89,77,32158

77,149,89,32977

89,77,149,32344

89,149,80,33684

149,89,80,33280

80,149,89,33891

89,80,149,33596

89,149,83,35234

149,89,83,34823

83,149,89,35242

89,83,149,34845

89,149,86,36375

149,89,86,35949

86,149,89,36664

89,86,149,36092

89,149,89,37506

149,89,89,37066

89,89,149,37344

92,149,53,23473

149,92,53,23095

53,149,92,24043

92,53,149,23201

92,149,56,24639

149,92,56,24248

56,149,92,24980

92,56,149,24500

92,149,59,26264

149,92,59,25842

59,149,92,26374

92,59,149,25799

92,149,62,27461

149,92,62,27008

62,149,92,27837

92,62,149,27090

92,149,65,28623

149,92,65,28164

65,149,92,28706

92,65,149,28386

92,149,68,29789

149,92,68,29319

68,149,92,30170

92,68,149,29684

92,149,71,31416

149,92,71,30910

71,149,92,31631

92,71,149,30979

92,149,74,32609

149,92,74,32075

74,149,92,32501

92,74,149,32276

92,149,77,33776

149,92,77,33237

77,149,92,33969

92,77,149,33574

92,149,80,34944

149,92,80,34390

80,149,92,34902

92,80,149,34869

92,149,83,36572

149,92,83,35988

83,149,92,36301

92,83,149,36170

92,149,86,37753

149,92,86,37147

86,149,92,37759

92,86,149,37465

92,149,89,38928

149,92,89,38306

89,149,92,38626

92,89,149,38758

92,149,92,40096

149,92,92,39460

92,92,149,40054

95,149,53,24331

149,95,53,23837

53,149,95,25030

95,53,149,24052

95,149,56,25537

149,95,56,25031

56,149,95,26001

95,56,149,25391

95,149,59,27244

149,95,59,26680

59,149,95,27454

95,59,149,26736

95,149,62,28449

149,95,62,27877

62,149,95,28981

95,62,149,28082

95,149,65,29667

149,95,65,29075

65,149,95,29874

95,65,149,29422

95,149,68,30893

149,95,68,30267

68,149,95,31405

95,68,149,30767

95,149,71,32568

149,95,71,31912

71,149,95,32926

95,71,149,32108

95,149,74,33805

149,95,74,33115

74,149,95,33825

95,74,149,33457

95,149,77,35010

149,95,77,34309

77,149,95,35350

95,77,149,34800

95,149,80,36220

149,95,80,35506

80,149,95,36319

95,80,149,36144

95,149,83,37910

149,95,83,37150

83,149,95,37770

95,83,149,37489

95,149,86,39131

149,95,86,38349

86,149,95,39297

95,86,149,38830

95,149,89,40353

149,95,89,39547

89,149,95,40194

95,89,149,40173

95,149,92,41558

149,95,92,40741

92,149,95,41719

95,92,149,41518

95,149,95,43251

149,95,95,42386

95,95,149,42859

98,149,53,24840

149,98,53,24587

53,149,98,25737

98,53,149,24550

98,149,56,26072

149,98,56,25815

56,149,98,26735

98,56,149,25921

98,149,59,27792

149,98,59,27512

59,149,98,28226

98,59,149,27296

98,149,62,29038

149,98,62,28748

62,149,98,29796

98,62,149,28667

98,149,65,30298

149,98,65,29988

65,149,98,30720

98,65,149,30040

98,149,68,31526

149,98,68,31221

68,149,98,32290

98,68,149,31410

98,149,71,33245

149,98,71,32921

71,149,98,33858

98,71,149,32781

98,149,74,34492

149,98,74,34152

74,149,98,34777

98,74,149,34156

98,149,77,35741

149,98,77,35391

77,149,98,36348

98,77,149,35525

98,149,80,36977

149,98,80,36614

80,149,98,37345

98,80,149,36898

98,149,83,38695

149,98,83,38316

83,149,98,38837

98,83,149,38268

98,149,86,39943

149,98,86,39552

86,149,98,40407

98,86,149,39643

98,149,89,41191

149,98,89,40787

89,149,98,41328

98,89,149,41014

98,149,92,42430

149,98,92,42016

92,149,98,42895

98,92,149,42385

98,149,95,44146

149,98,95,43710

95,149,98,44468

98,95,149,43752

98,149,98,45395

149,98,98,44948

98,98,149,45124

101,149,53,25697

149,101,53,25333

53,149,101,26436

101,53,149,25397

101,149,56,26971

149,101,56,26602

56,149,101,27466

101,56,149,26818

101,149,59,28750

149,101,59,28346

59,149,101,29000

101,59,149,28237

101,149,62,30053

149,101,62,29630

62,149,101,30616

101,62,149,29654

101,149,65,31336

149,101,65,30903

65,149,101,31565

101,65,149,31072

101,149,68,32616

149,101,68,32168

68,149,101,33175

101,68,149,32495

101,149,71,34394

149,101,71,33917

71,149,101,34788

101,71,149,33910

101,149,74,35684

149,101,74,35191

74,149,101,35736

101,74,149,35332

101,149,77,36974

149,101,77,36463

77,149,101,37343

101,77,149,36751

101,149,80,38252

149,101,80,37730

80,149,101,38375

101,80,149,38170

101,149,83,40032

149,101,83,39477

83,149,101,39907

101,83,149,39588

101,149,86,41324

149,101,86,40758

86,149,101,41512

101,86,149,41011

101,149,89,42611

149,101,89,42027

89,149,101,42468

101,89,149,42430

101,149,92,43893

149,101,92,43294

92,149,101,44073

101,92,149,43843

101,149,95,45669

149,101,95,45041

95,149,101,45683

101,95,149,45262

101,149,98,46963

149,101,98,46316

98,149,101,46635

101,98,149,46683

101,149,101,48250

149,101,101,47586

101,101,149,48101

104,149,53,26247

149,104,53,26082

53,149,104,27132

104,53,149,25937

104,149,56,27548

149,104,56,27387

56,149,104,28190

104,56,149,27387

104,149,59,29359

149,104,59,29184

59,149,104,29762

104,59,149,28839

104,149,62,30695

149,104,62,30502

62,149,104,31417

104,62,149,30287

104,149,65,32002

149,104,65,31816

65,149,104,32401

104,65,149,31740

104,149,68,33309

149,104,68,33115

68,149,104,34050

104,68,149,33186

104,149,71,35124

149,104,71,34917

71,149,104,35701

104,71,149,34638

104,149,74,36447

149,104,74,36230

74,149,104,36679

104,74,149,36082

104,149,77,37764

149,104,77,37543

77,149,104,38329

104,77,149,37534

104,149,80,39070

149,104,80,38840

80,149,104,39388

104,80,149,38986

104,149,83,40881

149,104,83,40646

83,149,104,40955

104,83,149,40434

104,149,86,42203

149,104,86,41956

86,149,104,42613

104,86,149,41885

104,149,89,43519

149,104,89,43268

89,149,104,43593

104,89,149,43333

104,149,92,44829

149,104,92,44574

92,149,104,45240

104,92,149,44780

104,149,95,46642

149,104,95,46369

95,149,104,46894

104,95,149,46232

104,149,98,47959

149,104,98,47683

98,149,104,47874

104,98,149,47677

104,149,101,49278

149,104,101,48989

101,149,104,49525

104,101,149,49126

104,149,104,50585

149,104,104,50296

104,104,149,50574

107,149,53,27059

149,107,53,26833

53,149,107,28121

107,53,149,26748

107,149,56,28403

149,107,56,28172

56,149,107,29209

107,56,149,28240

107,149,59,30275

149,107,59,30021

59,149,107,30840

107,59,149,29735

107,149,62,31648

149,107,62,31374

62,149,107,32560

107,62,149,31233

107,149,65,32998

149,107,65,32723

65,149,107,33564

107,65,149,32728

107,149,68,34343

149,107,68,34062

68,149,107,35281

107,68,149,34219

107,149,71,36217

149,107,71,35918

71,149,107,36996

107,71,149,35714

107,149,74,37577

149,107,74,37267

74,149,107,38001

107,74,149,37211

107,149,77,38935

149,107,77,38614

77,149,107,39716

107,77,149,38704

107,149,80,40284

149,107,80,39957

80,149,107,40806

107,80,149,40197

107,149,83,42154

149,107,83,41808

83,149,107,42432

107,83,149,41691

107,149,86,43516

149,107,86,43155

86,149,107,44148

107,86,149,43185

107,149,89,44873

149,107,89,44506

89,149,107,45156

107,89,149,44680

107,149,92,46220

149,107,92,45847

92,149,107,46870

107,92,149,46173

107,149,95,48095

149,107,95,47700

95,149,107,48585

107,95,149,47668

107,149,98,49455

149,107,98,49049

98,149,107,49592

107,98,149,49160

107,149,101,50816

149,107,101,50395

101,149,107,51308

107,101,149,50652

107,149,104,52161

149,107,104,51737

104,149,107,52398

107,104,149,52148

107,149,107,54031

149,107,107,53588

107,107,149,53642

110,149,53,27915

149,110,53,27583

53,149,110,28824

110,53,149,27595

110,149,56,29305

149,110,56,28954

56,149,110,29939

110,56,149,29134

110,149,59,31232

149,110,59,30857

59,149,110,31615

110,59,149,30674

110,149,62,32648

149,110,62,32251

62,149,110,33375

110,62,149,32221

110,149,65,34040

149,110,65,33636

65,149,110,34414

110,65,149,33759

110,149,68,35433

149,110,68,35015

68,149,110,36165

110,68,149,35305

110,149,71,37365

149,110,71,36919

71,149,110,37925

110,71,149,36846

110,149,74,38769

149,110,74,38304

74,149,110,38954

110,74,149,38389

110,149,77,40165

149,110,77,39694

77,149,110,40714

110,77,149,39928

110,149,80,41556

149,110,80,41071

80,149,110,41832

110,80,149,41469

110,149,83,43494

149,110,83,42974

83,149,110,43501

110,83,149,43011

110,149,86,44891

149,110,86,44357

86,149,110,45257

110,86,149,44552

110,149,89,46296

149,110,89,45750

89,149,110,46293

110,89,149,46091

110,149,92,47684

149,110,92,47126

92,149,110,48045

110,92,149,47636

110,149,95,49619

149,110,95,49028

95,149,110,49802

110,95,149,49177

110,149,98,51020

149,110,98,50414

98,149,110,50839

110,98,149,50720

110,149,101,52425

149,110,101,51801

101,149,110,52597

110,101,149,52258

110,149,104,53811

149,110,104,53175

104,149,110,53713

110,104,149,53801

110,149,107,55745

149,110,107,55082

107,149,110,55389

110,107,149,55343

110,149,110,57147

149,110,110,56470

110,110,149,56885

113,149,53,28420

149,113,53,28329

53,149,113,29531

113,53,149,28095

113,149,56,29837

149,113,56,29740

56,149,113,30677

113,56,149,29663

113,149,59,31812

149,113,59,31700

59,149,113,32396

113,59,149,31237

113,149,62,33231

149,113,62,33122

62,149,113,34189

113,62,149,32806

113,149,65,34661

149,113,65,34546

65,149,113,35252

113,65,149,34373

113,149,68,36078

149,113,68,35959

68,149,113,37050

113,68,149,35943

113,149,71,38037

149,113,71,37918

71,149,113,38847

113,71,149,37514

113,149,74,39468

149,113,74,39342

74,149,113,39908

113,74,149,39080

113,149,77,40897

149,113,77,40766

77,149,113,41708

113,77,149,40653

113,149,80,42317

149,113,80,42178

80,149,113,42855

113,80,149,42223

113,149,83,44278

149,113,83,44139

83,149,113,44570

113,83,149,43792

113,149,86,45707

149,113,86,45563

86,149,113,46373

113,86,149,45362

113,149,89,47135

149,113,89,46987

89,149,113,47432

113,89,149,46932

113,149,92,48552

149,113,92,48406

92,149,113,49226

113,92,149,48502

113,149,95,50512

149,113,95,50355

95,149,113,51028

113,95,149,50071

113,149,98,51943

149,113,98,51783

98,149,113,52088

113,98,149,51639

113,149,101,53377

149,113,101,53205

101,149,113,53885

113,101,149,53211

113,149,104,54795

149,113,104,54621

104,149,113,55033

113,104,149,54778

113,149,107,56755

149,113,107,56578

107,149,113,56747

113,107,149,56350

113,149,110,58182

149,113,110,57999

110,149,113,58543

113,110,149,57916

113,149,113,59611

149,113,113,59423

113,113,149,59483

116,149,53,29281

149,116,53,29074

53,149,116,30228

116,53,149,28940

116,149,56,30736

149,116,56,30530

56,149,116,31398

116,56,149,30564

116,149,59,32763

149,116,59,32532

59,149,116,33155

116,59,149,32177

116,149,62,34234

149,116,62,33996

62,149,116,34991

116,62,149,33794

116,149,65,35705

149,116,65,35456

65,149,116,36083

116,65,149,35414

116,149,68,37166

149,116,68,36908

68,149,116,37923

116,68,149,37032

116,149,71,39185

149,116,71,38919

71,149,116,39764

116,71,149,38648

116,149,74,40661

149,116,74,40377

74,149,116,40851

116,74,149,40261

116,149,77,42130

149,116,77,41841

77,149,116,42693

116,77,149,41878

116,149,80,43587

149,116,80,43293

80,149,116,43870

116,80,149,43496

116,149,83,45612

149,116,83,45302

83,149,116,45620

116,83,149,45114

116,149,86,47088

149,116,86,46768

86,149,116,47463

116,86,149,46729

116,149,89,48557

149,116,89,48226

89,149,116,48557

116,89,149,48347

116,149,92,50016

149,116,92,49678

92,149,116,50396

116,92,149,49968

116,149,95,52041

149,116,95,51683

95,149,116,52237

116,95,149,51580

116,149,98,53513

149,116,98,53147

98,149,116,53323

116,98,149,53200

116,149,101,54986

149,116,101,54609

101,149,116,55168

116,101,149,54817

116,149,104,56441

149,116,104,56060

104,149,116,56338

116,104,149,56430

116,149,107,58467

149,116,107,58069

107,149,116,58094

116,107,149,58048

116,149,110,59938

149,116,110,59533

110,149,116,59933

116,110,149,59664

116,149,113,61413

149,116,113,60992

113,149,116,61022

116,113,149,61284

116,149,116,62867

149,116,116,62446

116,116,149,62895

119,149,53,30133

149,119,53,29816

53,149,119,31209

119,53,149,29789

119,149,56,31646

149,119,56,31310

56,149,119,32422

119,56,149,31452

119,149,59,33719

149,119,59,33365

59,149,119,34237

119,59,149,33119

119,149,62,35236

149,119,62,34866

62,149,119,36139

119,62,149,34783

119,149,65,36750

149,119,65,36369

65,149,119,37255

119,65,149,36445

119,149,68,38256

149,119,68,37861

68,149,119,39155

119,68,149,38111

119,149,71,40341

149,119,71,39918

71,149,119,41062

119,71,149,39775

119,149,74,41850

149,119,74,41416

74,149,119,42175

119,74,149,41440

119,149,77,43360

149,119,77,42913

77,149,119,44079

119,77,149,43105

119,149,80,44867

149,119,80,44410

80,149,119,45289

119,80,149,44769

119,149,83,46952

149,119,83,46466

83,149,119,47099

119,83,149,46434

119,149,86,48463

149,119,86,47967

86,149,119,49002

119,86,149,48099

119,149,89,49977

149,119,89,49466

89,149,119,50115

119,89,149,49762

119,149,92,51478

149,119,92,50955

92,149,119,52021

119,92,149,51428

119,149,95,53566

149,119,95,53012

95,149,119,53925

119,95,149,53090

119,149,98,55083

149,119,98,54514

98,149,119,55042

119,98,149,54754

119,149,101,56593

149,119,101,56013

101,149,119,56943

119,101,149,56422

119,149,104,58095

149,119,104,57502

104,149,119,58155

119,104,149,58085

119,149,107,60182

149,119,107,59559

107,149,119,59965

119,107,149,59747

119,149,110,61695

149,119,110,61061

110,149,119,61871

119,110,149,61414

119,149,113,63212

149,119,113,62563

113,149,119,62985

119,113,149,63075

119,149,116,64712

149,119,116,64051

116,149,119,64886

119,116,149,64742

119,149,119,66794

149,119,119,66106

119,119,149,66402

122,149,53,30641

149,122,53,30568

53,149,122,31918

122,53,149,30294

122,149,56,32171

149,122,56,32099

56,149,122,33155

122,56,149,31986

122,149,59,34282

149,122,59,34204

59,149,122,35007

122,59,149,33678

122,149,62,35828

149,122,62,35740

62,149,122,36950

122,62,149,35372

122,149,65,37367

149,122,65,37281

65,149,122,38099

122,65,149,37064

122,149,68,38897

149,122,68,38814

68,149,122,40040

122,68,149,38752

122,149,71,41009

149,122,71,40918

71,149,122,41983

122,71,149,40446

122,149,74,42550

149,122,74,42456

74,149,122,43131

122,74,149,42135

122,149,77,44094

149,122,77,43991

77,149,122,45074

122,77,149,43828

122,149,80,45623

149,122,80,45519

80,149,122,46313

122,80,149,45519

122,149,83,47736

149,122,83,47632

83,149,122,48165

122,83,149,47212

122,149,86,49280

149,122,86,49167

86,149,122,50110

122,86,149,48909

122,149,89,50818

149,122,89,50706

89,149,122,51254

122,89,149,50601

122,149,92,52350

149,122,92,52234

92,149,122,53198

122,92,149,52290

122,149,95,54461

149,122,95,54342

95,149,122,55144

122,95,149,53983

122,149,98,56002

149,122,98,55877

98,149,122,56290

122,98,149,55676

122,149,101,57545

149,122,101,57417

101,149,122,58236

122,101,149,57369

122,149,104,59074

149,122,104,58945

104,149,122,59473

122,104,149,59062

122,149,107,61189

149,122,107,61053

107,149,122,61325

122,107,149,60748

122,149,110,62730

149,122,110,62589

110,149,122,63270

122,110,149,62440

122,149,113,64269

149,122,113,64132

113,149,122,64416

122,113,149,64137

122,149,116,65795

149,122,116,65658

116,149,122,66360

122,116,149,65829

122,149,119,67911

149,122,119,67766

119,149,122,68301

122,119,149,67520

122,149,122,69455

149,122,122,69302

122,122,149,69213

125,149,53,31495

149,125,53,31316

53,149,125,32621

125,53,149,31138

125,149,56,33067

149,125,56,32880

56,149,125,33889

125,56,149,32879

125,149,59,35243

149,125,59,35041

59,149,125,35779

125,59,149,34622

125,149,62,36826

149,125,62,36614

62,149,125,37764

125,62,149,36355

125,149,65,38409

149,125,65,38193

65,149,125,38941

125,65,149,38094

125,149,68,39981

149,125,68,39758

68,149,125,40927

125,68,149,39835

125,149,71,42161

149,125,71,41918

71,149,125,42915

125,71,149,41576

125,149,74,43738

149,125,74,43492

74,149,125,44084

125,74,149,43313

125,149,77,45326

149,125,77,45068

77,149,125,46068

125,77,149,45054

125,149,80,46899

149,125,80,46632

80,149,125,47342

125,80,149,46797

125,149,83,49073

149,125,83,48795

83,149,125,49232

125,83,149,48534

125,149,86,50656

149,125,86,50374
